,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
1529,2019-11-01,104,3.783,0.0,2.0,5.3,0,5.433,108.718,108.974,109.535,108.243,0.0,0.0,0.0,108.974
1530,2019-12-01,104,3.775,0.0,2.0,5.3,0,5.486,108.67,108.718,108.974,109.535,108.243,0.0,0.0,108.718
1531,2020-01-01,104,3.753,0.0,2.0,5.3,0,5.403,108.697,108.67,108.718,108.974,109.535,108.243,0.0,108.67
1532,2020-02-01,104,3.574,0.0,2.0,5.3,0,5.327,109.639,108.697,108.67,108.718,108.974,109.535,108.243,108.697
1533,2020-03-01,104,3.331,0.0,2.0,5.3,0,5.265,110.962,109.639,108.697,108.67,108.718,108.974,109.535,109.639
1534,2020-04-01,104,3.919,0.0,2.0,5.3,0,5.153,107.456,110.962,109.639,108.697,108.67,108.718,108.974,110.962
1535,2020-05-01,104,3.405,2.3,2.0,5.3,0,5.091,110.265,107.456,110.962,109.639,108.697,108.67,108.718,107.456
1536,2020-06-01,104,3.3,2.0,2.0,5.3,0,5.141,110.742,110.265,107.456,110.962,109.639,108.697,108.67,110.265
1537,2020-07-01,104,3.334,2.0,2.0,5.3,0,5.058,110.414,110.742,110.265,107.456,110.962,109.639,108.697,110.742
1538,2020-08-01,104,2.886,1.7,2.0,5.3,0,4.991,112.781,110.414,110.742,110.265,107.456,110.962,109.639,110.414
1539,2020-09-01,104,2.842,1.7,2.0,5.3,0,4.914,112.866,112.781,110.414,110.742,110.265,107.456,110.962,112.781
1540,2020-10-01,104,2.826,1.7,2.0,5.3,0,4.834,112.785,112.866,112.781,110.414,110.742,110.265,107.456,112.866
1541,2020-11-01,104,2.789,0.0,2.0,5.3,0,4.749,112.805,112.785,112.866,112.781,110.414,110.742,110.265,112.785
1543,2019-09-01,105,3.659,0.0,2.0,5.25,0,5.245,108.754,107.551,0.0,0.0,0.0,0.0,0.0,107.551
1544,2019-10-01,105,3.725,0.0,2.0,5.25,0,5.166,108.282,108.754,107.551,0.0,0.0,0.0,0.0,108.754
1545,2019-11-01,105,3.758,0.0,2.0,5.25,0,5.081,107.996,108.282,108.754,107.551,0.0,0.0,0.0,108.282
1546,2019-12-01,105,3.747,0.0,2.0,5.25,0,5.125,107.962,107.996,108.282,108.754,107.551,0.0,0.0,107.996
1547,2020-01-01,105,3.727,0.0,2.0,5.25,0,5.042,107.967,107.962,107.996,108.282,108.754,107.551,0.0,107.962
1548,2020-02-01,105,3.554,2.3,2.0,5.25,0,4.964,108.798,107.967,107.962,107.996,108.282,108.754,107.551,107.967
1549,2020-03-01,105,3.319,2.0,2.0,5.25,0,4.9,109.968,108.798,107.967,107.962,107.996,108.282,108.754,108.798
1550,2020-04-01,105,3.868,2.0,2.0,5.25,0,4.794,106.927,109.968,108.798,107.967,107.962,107.996,108.282,109.968
1551,2020-05-01,105,3.368,1.7,2.0,5.25,0,4.728,109.437,106.927,109.968,108.798,107.967,107.962,107.996,106.927
1552,2020-06-01,105,3.257,1.7,2.0,5.25,0,4.768,109.897,109.437,106.927,109.968,108.798,107.967,107.962,109.437
1553,2020-07-01,105,3.291,1.7,2.0,5.25,0,4.686,109.582,109.897,109.437,106.927,109.968,108.798,107.967,109.897
1554,2020-08-01,105,2.814,0.0,2.0,5.25,0,4.616,111.889,109.582,109.897,109.437,106.927,109.968,108.798,109.582
1555,2020-09-01,105,2.77,0.0,2.0,5.25,0,4.539,111.95,111.889,109.582,109.897,109.437,106.927,109.968,111.889
1556,2020-10-01,105,2.754,0.0,2.0,5.25,0,4.459,111.856,111.95,111.889,109.582,109.897,109.437,106.927,111.95
1557,2020-11-01,105,2.717,0.0,2.0,5.25,0,4.374,111.854,111.856,111.95,111.889,109.582,109.897,109.437,111.856
1559,2019-09-01,106,3.774,0.0,2.0,4.9,0,6.497,107.713,106.233,0.0,0.0,0.0,0.0,0.0,106.233
1560,2019-10-01,106,3.885,3.7,2.0,4.9,0,6.56,106.862,107.713,106.233,0.0,0.0,0.0,0.0,107.713
1561,2019-11-01,106,3.909,3.0,2.0,4.9,0,6.475,106.63,106.862,107.713,106.233,0.0,0.0,0.0,106.862
1562,2019-12-01,106,3.909,3.0,2.0,4.9,0,6.392,106.568,106.63,106.862,107.713,106.233,0.0,0.0,106.63
1563,2020-01-01,106,3.885,2.7,2.0,4.9,0,6.31,106.67,106.568,106.63,106.862,107.713,106.233,0.0,106.568
1564,2020-02-01,106,3.633,2.7,2.0,4.9,0,6.244,108.327,106.67,106.568,106.63,106.862,107.713,106.233,106.67
1565,2020-03-01,106,3.385,2.7,2.0,4.9,0,6.188,109.966,108.327,106.67,106.568,106.63,106.862,107.713,108.327
1566,2020-04-01,106,4.059,0.0,2.0,4.9,0,6.196,105.339,109.966,108.327,106.67,106.568,106.63,106.862,109.966
1567,2020-05-01,106,3.488,0.0,2.0,4.9,0,6.147,109.059,105.339,109.966,108.327,106.67,106.568,106.63,105.339
1568,2020-06-01,106,3.401,0.0,2.0,4.9,0,6.078,109.559,109.059,105.339,109.966,108.327,106.67,106.568,109.059
1569,2020-07-01,106,3.435,2.3,2.0,4.9,0,5.995,109.237,109.559,109.059,105.339,109.966,108.327,106.67,109.559
1570,2020-08-01,106,3.148,2.0,2.0,4.9,0,5.926,111.04,109.237,109.559,109.059,105.339,109.966,108.327,109.237
1571,2020-09-01,106,3.1,2.0,2.0,4.9,0,5.851,111.251,111.04,109.237,109.559,109.059,105.339,109.966,111.04
1572,2020-10-01,106,3.074,1.7,2.0,4.9,0,5.904,111.307,111.251,111.04,109.237,109.559,109.059,105.339,111.251
1573,2020-11-01,106,3.015,1.7,2.0,4.9,0,5.822,111.562,111.307,111.251,111.04,109.237,109.559,109.059,111.307
1575,2019-09-01,107,3.458,0.0,2.0,5.05,0,5.269,108.802,107.444,0.0,0.0,0.0,0.0,0.0,107.444
1576,2019-10-01,107,3.568,0.0,2.0,5.05,0,5.187,108.075,108.802,107.444,0.0,0.0,0.0,0.0,108.802
1577,2019-11-01,107,3.634,0.0,2.0,5.05,0,5.1,107.606,108.075,108.802,107.444,0.0,0.0,0.0,108.075
1578,2019-12-01,107,3.622,0.0,2.0,5.05,0,5.141,107.581,107.606,108.075,108.802,107.444,0.0,0.0,107.606
1579,2020-01-01,107,3.604,0.0,2.0,5.05,0,5.058,107.58,107.581,107.606,108.075,108.802,107.444,0.0,107.581
1580,2020-02-01,107,3.372,0.0,2.0,5.05,0,4.983,108.738,107.58,107.581,107.606,108.075,108.802,107.444,107.58
1581,2020-03-01,107,3.098,0.0,2.0,5.05,0,4.92,110.125,108.738,107.58,107.581,107.606,108.075,108.802,108.738
1582,2020-04-01,107,3.661,0.0,2.0,5.05,0,4.813,106.993,110.125,108.738,107.58,107.581,107.606,108.075,110.125
1583,2020-05-01,107,3.116,0.0,2.0,5.05,0,4.749,109.752,106.993,110.125,108.738,107.58,107.581,107.606,106.993
1584,2020-06-01,107,3.026,0.0,2.0,5.05,0,4.784,110.099,109.752,106.993,110.125,108.738,107.58,107.581,109.752
1585,2020-07-01,107,3.07,0.0,2.0,5.05,0,4.702,109.728,110.099,109.752,106.993,110.125,108.738,107.58,110.099
1586,2020-08-01,107,2.712,3.0,2.0,5.05,0,4.627,111.422,109.728,110.099,109.752,106.993,110.125,108.738,109.728
1587,2020-09-01,107,2.636,2.7,2.0,5.05,0,4.551,111.652,111.422,109.728,110.099,109.752,106.993,110.125,111.422
1588,2020-10-01,107,2.668,2.7,2.0,5.05,0,4.469,111.319,111.652,111.422,109.728,110.099,109.752,106.993,111.652
1589,2020-11-01,107,2.613,2.3,2.0,5.05,0,4.385,111.414,111.319,111.652,111.422,109.728,110.099,109.752,111.319
1591,2019-09-01,108,4.247,0.0,2.0,5.2,0,5.767,105.644,104.523,0.0,0.0,0.0,0.0,0.0,104.523
1592,2019-10-01,108,4.34,0.0,2.0,5.2,0,5.687,105.026,105.644,104.523,0.0,0.0,0.0,0.0,105.644
1593,2019-11-01,108,4.369,2.3,2.0,5.2,0,5.603,104.799,105.026,105.644,104.523,0.0,0.0,0.0,105.026
1594,2019-12-01,108,4.344,2.0,2.0,5.2,0,5.522,104.895,104.799,105.026,105.644,104.523,0.0,0.0,104.799
1595,2020-01-01,108,4.028,2.0,2.0,5.2,0,5.459,106.704,104.895,104.799,105.026,105.644,104.523,0.0,104.895
1596,2020-02-01,108,3.759,2.7,2.0,5.2,0,5.52,108.223,106.704,104.895,104.799,105.026,105.644,104.523,106.704
1597,2020-03-01,108,3.617,2.3,2.0,5.2,0,5.452,108.977,108.223,106.704,104.895,104.799,105.026,105.644,108.223
1598,2020-04-01,108,4.269,3.3,2.0,5.2,0,5.336,105.106,108.977,108.223,106.704,104.895,104.799,105.026,108.977
1599,2020-05-01,108,3.69,2.3,2.0,5.2,0,5.278,108.334,105.106,108.977,108.223,106.704,104.895,104.799,105.106
1600,2020-06-01,108,3.621,2.0,2.0,5.2,0,5.206,108.639,108.334,105.106,108.977,108.223,106.704,104.895,108.334
1601,2020-07-01,108,3.638,2.0,2.0,5.2,0,5.124,108.441,108.639,108.334,105.106,108.977,108.223,106.704,108.639
1602,2020-08-01,108,3.347,1.3,2.0,5.2,0,5.171,109.972,108.441,108.639,108.334,105.106,108.977,108.223,108.441
1603,2020-09-01,108,3.294,1.3,2.0,5.2,0,5.096,110.149,109.972,108.441,108.639,108.334,105.106,108.977,109.972
1604,2020-10-01,108,3.23,1.3,2.0,5.2,0,5.018,110.377,110.149,109.972,108.441,108.639,108.334,105.106,110.149
1605,2020-11-01,108,3.204,0.0,2.0,5.2,0,4.934,110.379,110.377,110.149,109.972,108.441,108.639,108.334,110.377
1607,2019-09-01,109,4.039,0.0,2.0,5.2,0,6.215,107.558,106.14,0.0,0.0,0.0,0.0,0.0,106.14
1608,2019-10-01,109,4.118,0.0,2.0,5.2,0,6.134,106.965,107.558,106.14,0.0,0.0,0.0,0.0,107.558
1609,2019-11-01,109,4.142,0.0,2.0,5.2,0,6.198,106.741,106.965,107.558,106.14,0.0,0.0,0.0,106.965
1610,2019-12-01,109,4.14,0.0,2.0,5.2,0,6.115,106.685,106.741,106.965,107.558,106.14,0.0,0.0,106.741
1611,2020-01-01,109,4.116,0.0,2.0,5.2,0,6.034,106.774,106.685,106.741,106.965,107.558,106.14,0.0,106.685
1612,2020-02-01,109,3.87,2.0,2.0,5.2,0,5.965,108.3,106.774,106.685,106.741,106.965,107.558,106.14,106.774
1613,2020-03-01,109,3.623,1.7,2.0,5.2,0,5.907,109.84,108.3,106.774,106.685,106.741,106.965,107.558,108.3
1614,2020-04-01,109,4.276,1.7,2.0,5.2,0,5.781,105.576,109.84,108.3,106.774,106.685,106.741,106.965,109.84
1615,2020-05-01,109,3.712,1.3,2.0,5.2,0,5.87,109.063,105.576,109.84,108.3,106.774,106.685,106.741,105.576
1616,2020-06-01,109,3.623,1.3,2.0,5.2,0,5.8,109.54,109.063,105.576,109.84,108.3,106.774,106.685,109.063
1617,2020-07-01,109,3.657,1.3,2.0,5.2,0,5.718,109.223,109.54,109.063,105.576,109.84,108.3,106.774,109.54
1618,2020-08-01,109,3.363,0.0,2.0,5.2,0,5.647,110.963,109.223,109.54,109.063,105.576,109.84,108.3,109.223
1619,2020-09-01,109,3.315,0.0,2.0,5.2,0,5.572,111.15,110.963,109.223,109.54,109.063,105.576,109.84,110.963
1620,2020-10-01,109,3.289,0.0,2.0,5.2,0,5.493,111.19,111.15,110.963,109.223,109.54,109.063,105.576,111.15
1621,2020-11-01,109,3.181,0.0,2.0,5.2,0,5.541,111.726,111.19,111.15,110.963,109.223,109.54,109.063,111.19
1623,2019-09-01,110,3.729,0.0,2.0,5.4,0,6.275,111.094,109.654,0.0,0.0,0.0,0.0,0.0,109.654
1624,2019-10-01,110,3.817,0.0,2.0,5.4,0,6.193,110.385,111.094,109.654,0.0,0.0,0.0,0.0,111.094
1625,2019-11-01,110,3.841,0.0,2.0,5.4,0,6.108,110.123,110.385,111.094,109.654,0.0,0.0,0.0,110.385
1626,2019-12-01,110,3.839,0.0,2.0,5.4,0,6.177,110.043,110.123,110.385,111.094,109.654,0.0,0.0,110.123
1627,2020-01-01,110,3.815,0.0,2.0,5.4,0,6.096,110.103,110.043,110.123,110.385,111.094,109.654,0.0,110.043
1628,2020-02-01,110,3.62,0.0,2.0,5.4,0,6.024,111.309,110.103,110.043,110.123,110.385,111.094,109.654,110.103
1629,2020-03-01,110,3.373,0.0,2.0,5.4,0,5.966,112.876,111.309,110.103,110.043,110.123,110.385,111.094,111.309
1630,2020-04-01,110,4.029,0.0,2.0,5.4,0,5.838,108.418,112.876,111.309,110.103,110.043,110.123,110.385,112.876
1631,2020-05-01,110,3.475,0.0,2.0,5.4,0,5.789,111.928,108.418,112.876,111.309,110.103,110.043,110.123,108.418
1632,2020-06-01,110,3.385,0.0,2.0,5.4,0,5.857,112.403,111.928,108.418,112.876,111.309,110.103,110.043,111.928
1633,2020-07-01,110,3.418,0.0,2.0,5.4,0,5.774,112.055,112.403,111.928,108.418,112.876,111.309,110.103,112.403
1634,2020-08-01,110,3.009,0.0,2.0,5.4,0,5.711,114.578,112.055,112.403,111.928,108.418,112.876,111.309,112.055
1635,2020-09-01,110,2.967,0.0,2.0,5.4,0,5.635,114.699,114.578,112.055,112.403,111.928,108.418,112.876,114.578
1636,2020-10-01,110,2.941,0.0,2.0,5.4,0,5.556,114.705,114.699,114.578,112.055,112.403,111.928,108.418,114.699
1637,2020-11-01,110,2.904,0.0,2.0,5.4,0,5.471,114.768,114.705,114.699,114.578,112.055,112.403,111.928,114.705
1639,2019-09-01,111,3.701,0.0,2.0,5.35,0,5.942,110.339,108.977,0.0,0.0,0.0,0.0,0.0,108.977
1640,2019-10-01,111,3.785,0.0,2.0,5.35,0,5.86,109.692,110.339,108.977,0.0,0.0,0.0,0.0,110.339
1641,2019-11-01,111,3.811,0.0,2.0,5.35,0,5.775,109.426,109.692,110.339,108.977,0.0,0.0,0.0,109.692
1642,2019-12-01,111,3.806,0.0,2.0,5.35,0,5.836,109.363,109.426,109.692,110.339,108.977,0.0,0.0,109.426
1643,2020-01-01,111,3.782,0.0,2.0,5.35,0,5.755,109.412,109.363,109.426,109.692,110.339,108.977,0.0,109.363
1644,2020-02-01,111,3.597,0.0,2.0,5.35,0,5.68,110.471,109.412,109.363,109.426,109.692,110.339,108.977,109.412
1645,2020-03-01,111,3.351,0.0,2.0,5.35,0,5.62,111.922,110.471,109.412,109.363,109.426,109.692,110.339,110.471
1646,2020-04-01,111,3.976,0.0,2.0,5.35,0,5.501,107.934,111.922,110.471,109.412,109.363,109.426,109.692,111.922
1647,2020-05-01,111,3.443,0.0,2.0,5.35,0,5.445,111.08,107.934,111.922,110.471,109.412,109.363,109.426,107.934
1648,2020-06-01,111,3.347,0.0,2.0,5.35,0,5.504,111.551,111.08,107.934,111.922,110.471,109.412,109.363,111.08
1649,2020-07-01,111,3.381,0.0,2.0,5.35,0,5.421,111.21,111.551,111.08,107.934,111.922,110.471,109.412,111.551
1650,2020-08-01,111,2.953,0.0,2.0,5.35,0,5.355,113.661,111.21,111.551,111.08,107.934,111.922,110.471,111.21
1651,2020-09-01,111,2.91,0.0,2.0,5.35,0,5.279,113.765,113.661,111.21,111.551,111.08,107.934,111.922,113.661
1652,2020-10-01,111,2.886,0.0,2.0,5.35,0,5.199,113.744,113.765,113.661,111.21,111.551,111.08,107.934,113.765
1653,2020-11-01,111,2.848,0.0,2.0,5.35,0,5.115,113.792,113.744,113.765,113.661,111.21,111.551,111.08,113.744
1655,2019-09-01,112,3.819,0.0,2.0,5.0,0,7.136,108.925,107.327,0.0,0.0,0.0,0.0,0.0,107.327
1656,2019-10-01,112,3.931,0.0,2.0,5.0,0,7.217,107.981,108.925,107.327,0.0,0.0,0.0,0.0,108.925
1657,2019-11-01,112,3.956,0.0,2.0,5.0,0,7.131,107.722,107.981,108.925,107.327,0.0,0.0,0.0,107.981
1658,2019-12-01,112,3.96,0.0,2.0,5.0,0,7.048,107.628,107.722,107.981,108.925,107.327,0.0,0.0,107.722
1659,2020-01-01,112,3.941,0.0,2.0,5.0,0,6.966,107.711,107.628,107.722,107.981,108.925,107.327,0.0,107.628
1660,2020-02-01,112,3.67,0.0,2.0,5.0,0,6.907,109.717,107.711,107.628,107.722,107.981,108.925,107.327,107.711
1661,2020-03-01,112,3.42,0.0,2.0,5.0,0,6.857,111.58,109.717,107.711,107.628,107.722,107.981,108.925,109.717
1662,2020-04-01,112,4.128,0.0,2.0,5.0,0,6.864,106.15,111.58,109.717,107.711,107.628,107.722,107.981,111.58
1663,2020-05-01,112,3.558,0.0,2.0,5.0,0,6.827,110.318,106.15,111.58,109.717,107.711,107.628,107.722,106.15
1664,2020-06-01,112,3.469,0.0,2.0,5.0,0,6.76,110.907,110.318,106.15,111.58,109.717,107.711,107.628,110.318
1665,2020-07-01,112,3.507,0.0,2.0,5.0,0,6.675,110.529,110.907,110.318,106.15,111.58,109.717,107.711,110.907
1666,2020-08-01,112,3.236,0.0,2.0,5.0,0,6.611,112.46,110.529,110.907,110.318,106.15,111.58,109.717,110.529
1667,2020-09-01,112,3.183,0.0,2.0,5.0,0,6.537,112.753,112.46,110.529,110.907,110.318,106.15,111.58,112.46
1668,2020-10-01,112,3.166,0.0,2.0,5.0,0,6.606,112.769,112.753,112.46,110.529,110.907,110.318,106.15,112.753
1669,2020-11-01,112,3.109,0.0,2.0,5.0,0,6.525,113.065,112.769,112.753,112.46,110.529,110.907,110.318,112.769
1671,2019-09-01,113,4.276,2.3,2.0,5.28,0,6.442,106.666,105.439,0.0,0.0,0.0,0.0,0.0,105.439
1672,2019-10-01,113,4.377,2.0,2.0,5.28,0,6.359,105.921,106.666,105.439,0.0,0.0,0.0,0.0,106.666
1673,2019-11-01,113,4.432,3.3,2.0,5.28,0,6.272,105.497,105.921,106.666,105.439,0.0,0.0,0.0,105.921
1674,2019-12-01,113,4.412,2.7,2.0,5.28,0,6.191,105.581,105.497,105.921,106.666,105.439,0.0,0.0,105.497
1675,2020-01-01,113,4.089,2.3,2.0,5.28,0,6.135,107.684,105.581,105.497,105.921,106.666,105.439,0.0,105.581
1676,2020-02-01,113,3.811,2.3,2.0,5.28,0,6.218,109.486,107.684,105.581,105.497,105.921,106.666,105.439,107.684
1677,2020-03-01,113,3.674,2.0,2.0,5.28,0,6.153,110.328,109.486,107.684,105.581,105.497,105.921,106.666,109.486
1678,2020-04-01,113,4.358,2.0,2.0,5.28,0,6.023,105.722,110.328,109.486,107.684,105.581,105.497,105.921,110.328
1679,2020-05-01,113,3.75,0.0,2.0,5.28,0,5.977,109.609,105.722,110.328,109.486,107.684,105.581,105.497,105.722
1680,2020-06-01,113,3.692,0.0,2.0,5.28,0,5.906,109.902,109.609,105.722,110.328,109.486,107.684,105.581,109.609
1681,2020-07-01,113,3.705,0.0,2.0,5.28,0,5.824,109.72,109.902,109.609,105.722,110.328,109.486,107.684,109.902
1682,2020-08-01,113,3.417,0.0,2.0,5.28,0,5.892,111.487,109.72,109.902,109.609,105.722,110.328,109.486,109.72
1683,2020-09-01,113,3.38,0.0,2.0,5.28,0,5.817,111.611,111.487,109.72,109.902,109.609,105.722,110.328,111.487
1684,2020-10-01,113,3.313,0.0,2.0,5.28,0,5.741,111.92,111.611,111.487,109.72,109.902,109.609,105.722,111.611
1685,2020-11-01,113,3.285,0.0,2.0,5.28,0,5.657,111.963,111.92,111.611,111.487,109.72,109.902,109.609,111.92
1687,2019-09-01,114,3.793,0.0,2.0,5.52,0,6.91,112.695,111.131,0.0,0.0,0.0,0.0,0.0,111.131
1688,2019-10-01,114,3.88,2.3,2.0,5.52,0,6.826,111.922,112.695,111.131,0.0,0.0,0.0,0.0,112.695
1689,2019-11-01,114,3.905,2.0,2.0,5.52,0,6.74,111.633,111.922,112.695,111.131,0.0,0.0,0.0,111.922
1690,2019-12-01,114,3.908,2.0,2.0,5.52,0,6.826,111.518,111.633,111.922,112.695,111.131,0.0,0.0,111.633
1691,2020-01-01,114,3.887,1.7,2.0,5.52,0,6.745,111.576,111.518,111.633,111.922,112.695,111.131,0.0,111.518
1692,2020-02-01,114,3.672,1.7,2.0,5.52,0,6.679,113.098,111.576,111.518,111.633,111.922,112.695,111.131,111.576
1693,2020-03-01,114,3.423,1.7,2.0,5.52,0,6.626,114.897,113.098,111.576,111.518,111.633,111.922,112.695,113.098
1694,2020-04-01,114,4.119,0.0,2.0,5.52,0,6.482,109.591,114.897,113.098,111.576,111.518,111.633,111.922,114.897
1695,2020-05-01,114,3.551,2.7,2.0,5.52,0,6.445,113.665,109.591,114.897,113.098,111.576,111.518,111.633,109.591
1696,2020-06-01,114,3.463,2.3,2.0,5.52,0,6.531,114.205,113.665,109.591,114.897,113.098,111.576,111.518,113.665
1697,2020-07-01,114,3.499,2.3,2.0,5.52,0,6.447,113.809,114.205,113.665,109.591,114.897,113.098,111.576,114.205
1698,2020-08-01,114,3.137,2.0,2.0,5.52,0,6.388,116.349,113.809,114.205,113.665,109.591,114.897,113.098,113.809
1699,2020-09-01,114,3.071,3.3,2.0,5.52,0,6.315,116.694,116.349,113.809,114.205,113.665,109.591,114.897,116.349
1700,2020-10-01,114,3.048,3.3,2.0,5.52,0,6.236,116.707,116.694,116.349,113.809,114.205,113.665,109.591,116.694
1701,2020-11-01,114,3.013,2.7,2.0,5.52,0,6.153,116.795,116.707,116.694,116.349,113.809,114.205,113.665,116.707
1703,2019-09-01,115,3.76,0.0,2.0,5.45,0,6.599,111.83,110.329,0.0,0.0,0.0,0.0,0.0,110.329
1704,2019-10-01,115,3.849,0.0,2.0,5.45,0,6.516,111.078,111.83,110.329,0.0,0.0,0.0,0.0,111.83
1705,2019-11-01,115,3.873,0.0,2.0,5.45,0,6.43,110.807,111.078,111.83,110.329,0.0,0.0,0.0,111.078
1706,2019-12-01,115,3.874,0.0,2.0,5.45,0,6.508,110.707,110.807,111.078,111.83,110.329,0.0,0.0,110.807
1707,2020-01-01,115,3.851,0.0,2.0,5.45,0,6.427,110.771,110.707,110.807,111.078,111.83,110.329,0.0,110.707
1708,2020-02-01,115,3.648,0.0,2.0,5.45,0,6.357,112.117,110.771,110.707,110.807,111.078,111.83,110.329,110.771
1709,2020-03-01,115,3.4,0.0,2.0,5.45,0,6.302,113.799,112.117,110.771,110.707,110.807,111.078,111.83,112.117
1710,2020-04-01,115,4.079,0.0,2.0,5.45,0,6.166,108.907,113.799,112.117,110.771,110.707,110.807,111.078,113.799
1711,2020-05-01,115,3.509,0.0,2.0,5.45,0,6.124,112.759,108.907,113.799,112.117,110.771,110.707,110.807,108.907
1712,2020-06-01,115,3.422,0.0,2.0,5.45,0,6.2,113.254,112.759,108.907,113.799,112.117,110.771,110.707,112.759
1713,2020-07-01,115,3.457,0.0,2.0,5.45,0,6.117,112.879,113.254,112.759,108.907,113.799,112.117,110.771,113.254
1714,2020-08-01,115,3.074,0.0,2.0,5.45,0,6.056,115.405,112.879,113.254,112.759,108.907,113.799,112.117,112.879
1715,2020-09-01,115,3.019,0.0,2.0,5.45,0,5.981,115.64,115.405,112.879,113.254,112.759,108.907,113.799,115.405
1716,2020-10-01,115,2.994,0.0,2.0,5.45,0,5.902,115.654,115.64,115.405,112.879,113.254,112.759,108.907,115.64
1717,2020-11-01,115,2.957,0.0,2.0,5.45,0,5.818,115.738,115.654,115.64,115.405,112.879,113.254,112.759,115.654
1719,2019-09-01,116,4.327,0.0,2.0,5.36,0,7.077,107.559,106.239,0.0,0.0,0.0,0.0,0.0,106.239
1720,2019-10-01,116,4.431,0.0,2.0,5.36,0,6.991,106.717,107.559,106.239,0.0,0.0,0.0,0.0,107.559
1721,2019-11-01,116,4.492,3.3,2.0,5.36,0,6.903,106.21,106.717,107.559,106.239,0.0,0.0,0.0,106.717
1722,2019-12-01,116,4.478,2.7,2.0,5.36,0,6.822,106.265,106.21,106.717,107.559,106.239,0.0,0.0,106.21
1723,2020-01-01,116,4.15,2.7,2.0,5.36,0,6.773,108.649,106.265,106.21,106.717,107.559,106.239,0.0,106.265
1724,2020-02-01,116,3.864,2.3,2.0,5.36,0,6.88,110.733,108.649,106.265,106.21,106.717,107.559,106.239,108.649
1725,2020-03-01,116,3.728,2.3,2.0,5.36,0,6.817,111.682,110.733,108.649,106.265,106.21,106.717,107.559,110.733
1726,2020-04-01,116,4.432,2.3,2.0,5.36,0,6.671,106.395,111.682,110.733,108.649,106.265,106.21,106.717,111.682
1727,2020-05-01,116,3.839,0.0,2.0,5.36,0,6.637,110.644,106.395,111.682,110.733,108.649,106.265,106.21,106.395
1728,2020-06-01,116,3.776,0.0,2.0,5.36,0,6.567,111.026,110.644,106.395,111.682,110.733,108.649,106.265,110.644
1729,2020-07-01,116,3.787,0.0,2.0,5.36,0,6.485,110.852,111.026,110.644,106.395,111.682,110.733,108.649,111.026
1730,2020-08-01,116,3.493,0.0,2.0,5.36,0,6.576,112.909,110.852,111.026,110.644,106.395,111.682,110.733,110.852
1731,2020-09-01,116,3.454,2.7,2.0,5.36,0,6.501,113.083,112.909,110.852,111.026,110.644,106.395,111.682,112.909
1732,2020-10-01,116,3.403,2.0,2.0,5.36,0,6.425,113.338,113.083,112.909,110.852,111.026,110.644,106.395,113.083
1733,2020-11-01,116,3.377,2.0,2.0,5.36,0,6.342,113.397,113.338,113.083,112.909,110.852,111.026,110.644,113.338
1735,2019-09-01,117,6.246,0.0,2.0,6.5,0,9.602,102.503,101.866,0.0,0.0,0.0,0.0,0.0,101.866
1736,2019-10-01,117,6.326,0.0,2.0,6.5,0,9.5,101.701,102.503,101.866,0.0,0.0,0.0,0.0,102.503
1738,2019-09-01,118,10.227,0.0,2.0,11.5,0,7.279,109.69,109.153,0.0,0.0,0.0,0.0,0.0,109.153
1739,2019-10-01,118,10.301,0.0,2.0,11.5,0,7.185,109.07,109.69,109.153,0.0,0.0,0.0,0.0,109.69
1740,2019-11-01,118,10.291,0.0,2.0,11.5,0,7.107,109.142,109.07,109.69,109.153,0.0,0.0,0.0,109.07
1741,2019-12-01,118,10.275,0.0,2.0,11.5,0,7.402,109.268,109.142,109.07,109.69,109.153,0.0,0.0,109.142
1742,2020-01-01,118,10.154,0.0,2.0,11.5,0,7.355,110.209,109.268,109.142,109.07,109.69,109.153,0.0,109.268
1743,2020-02-01,118,9.869,0.0,2.0,11.5,0,7.35,112.533,110.209,109.268,109.142,109.07,109.69,109.153,110.209
1744,2020-03-01,118,9.75,0.0,2.0,11.5,0,7.31,113.506,112.533,110.209,109.268,109.142,109.07,109.69,112.533
1745,2020-04-01,118,10.347,0.0,2.0,11.5,0,7.067,108.573,113.506,112.533,110.209,109.268,109.142,109.07,113.506
1746,2020-05-01,118,10.092,0.0,2.0,11.5,0,7.051,110.611,108.573,113.506,112.533,110.209,109.268,109.142,108.573
1747,2020-06-01,118,10.042,0.0,2.0,11.5,0,6.993,111.012,110.611,108.573,113.506,112.533,110.209,109.268,110.611
1748,2020-07-01,118,10.044,0.0,2.0,11.5,0,7.277,110.948,111.012,110.611,108.573,113.506,112.533,110.209,111.012
1749,2020-08-01,118,10.004,0.0,2.0,11.5,0,7.201,111.23,110.948,111.012,110.611,108.573,113.506,112.533,110.948
1750,2020-09-01,118,9.994,0.0,2.0,11.5,0,7.128,111.279,111.23,110.948,111.012,110.611,108.573,113.506,111.23
1751,2020-10-01,118,9.976,0.0,2.0,11.5,0,7.054,111.399,111.279,111.23,110.948,111.012,110.611,108.573,111.279
