,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
229,2019-11-01,16,3.947,0.0,2.0,5.73,0,5.435,110.282,110.569,111.12,109.772,0.0,0.0,0.0,110.569
230,2019-12-01,16,3.943,0.0,2.0,5.73,0,5.352,110.193,110.282,110.569,111.12,109.772,0.0,0.0,110.282
231,2020-01-01,16,3.921,0.0,2.0,5.73,0,5.41,110.208,110.193,110.282,110.569,111.12,109.772,0.0,110.193
232,2020-02-01,16,3.688,0.0,2.0,5.73,0,5.337,111.469,110.208,110.193,110.282,110.569,111.12,109.772,110.208
233,2020-03-01,16,3.465,0.0,2.0,5.73,0,5.274,112.675,111.469,110.208,110.193,110.282,110.569,111.12,111.469
234,2020-04-01,16,4.056,0.0,2.0,5.73,0,5.16,109.084,112.675,111.469,110.208,110.193,110.282,110.569,112.675
235,2020-05-01,16,3.523,0.0,2.0,5.73,0,5.101,112.025,109.084,112.675,111.469,110.208,110.193,110.282,109.084
236,2020-06-01,16,3.446,0.0,2.0,5.73,0,5.03,112.337,112.025,109.084,112.675,111.469,110.208,110.193,112.025
237,2020-07-01,16,3.48,0.0,2.0,5.73,0,5.076,111.993,112.337,112.025,109.084,112.675,111.469,110.208,112.337
238,2020-08-01,16,3.187,0.0,2.0,5.73,0,5.001,113.486,111.993,112.337,112.025,109.084,112.675,111.469,111.993
239,2020-09-01,16,3.112,0.0,2.0,5.73,0,4.927,113.742,113.486,111.993,112.337,112.025,109.084,112.675,113.486
240,2020-10-01,16,3.131,0.0,2.0,5.73,0,4.845,113.457,113.742,113.486,111.993,112.337,112.025,109.084,113.742
241,2020-11-01,16,3.073,0.0,2.0,5.73,0,4.761,113.589,113.457,113.742,113.486,111.993,112.337,112.025,113.457
243,2019-09-01,17,3.702,0.0,2.0,6.05,0,1.335,103.175,103.188,0.0,0.0,0.0,0.0,0.0,103.188
244,2019-10-01,17,3.646,0.0,2.0,6.05,0,1.26,103.079,103.175,103.188,0.0,0.0,0.0,0.0,103.175
245,2019-11-01,17,3.654,0.0,2.0,6.05,0,1.178,102.876,103.079,103.175,103.188,0.0,0.0,0.0,103.079
246,2019-12-01,17,3.627,0.0,2.0,6.05,0,1.095,102.717,102.876,103.079,103.175,103.188,0.0,0.0,102.876
247,2020-01-01,17,3.588,0.0,2.0,6.05,0,1.012,102.566,102.717,102.876,103.079,103.175,103.188,0.0,102.717
248,2020-02-01,17,3.502,0.0,2.0,6.05,0,0.955,102.448,102.566,102.717,102.876,103.079,103.175,103.188,102.566
249,2020-03-01,17,3.286,0.0,2.0,6.05,0,0.88,102.453,102.448,102.566,102.717,102.876,103.079,103.175,102.448
250,2020-04-01,17,3.363,0.0,2.0,6.05,0,0.799,102.168,102.453,102.448,102.566,102.717,102.876,103.079,102.453
251,2020-05-01,17,3.185,0.0,2.0,6.05,0,0.71,102.063,102.168,102.453,102.448,102.566,102.717,102.876,102.168
252,2020-06-01,17,2.897,0.0,2.0,6.05,0,0.636,102.04,102.063,102.168,102.453,102.448,102.566,102.717,102.063
253,2020-07-01,17,2.901,0.0,2.0,6.05,0,0.554,101.786,102.04,102.063,102.168,102.453,102.448,102.566,102.04
254,2020-08-01,17,2.624,0.0,2.0,6.05,0,0.48,101.644,101.786,102.04,102.063,102.168,102.453,102.448,101.786
255,2020-09-01,17,2.541,0.0,2.0,6.05,0,0.403,101.41,101.644,101.786,102.04,102.063,102.168,102.453,101.644
256,2020-10-01,17,2.565,0.0,2.0,6.05,0,0.323,101.118,101.41,101.644,101.786,102.04,102.063,102.168,101.41
257,2020-11-01,17,2.402,0.0,2.0,6.05,0,0.238,100.858,101.118,101.41,101.644,101.786,102.04,102.063,101.118
259,2019-09-01,18,3.91,0.0,2.0,5.82,0,6.26,112.685,111.183,0.0,0.0,0.0,0.0,0.0,111.183
260,2019-10-01,18,3.99,0.0,2.0,5.82,0,6.178,112.014,112.685,111.183,0.0,0.0,0.0,0.0,112.685
261,2019-11-01,18,4.013,0.0,2.0,5.82,0,6.093,111.742,112.014,112.685,111.183,0.0,0.0,0.0,112.014
262,2019-12-01,18,4.011,0.0,2.0,5.82,0,6.01,111.647,111.742,112.014,112.685,111.183,0.0,0.0,111.742
263,2020-01-01,18,3.987,0.0,2.0,5.82,0,6.086,111.698,111.647,111.742,112.014,112.685,111.183,0.0,111.647
264,2020-02-01,18,3.741,0.0,2.0,5.82,0,6.018,113.25,111.698,111.647,111.742,112.014,112.685,111.183,111.698
265,2020-03-01,18,3.504,0.0,2.0,5.82,0,5.96,114.754,113.25,111.698,111.647,111.742,112.014,112.685,113.25
266,2020-04-01,18,4.161,0.0,2.0,5.82,0,5.831,110.215,114.754,113.25,111.698,111.647,111.742,112.014,114.754
267,2020-05-01,18,3.596,0.0,2.0,5.82,0,5.783,113.827,110.215,114.754,113.25,111.698,111.647,111.742,110.215
268,2020-06-01,18,3.52,0.0,2.0,5.82,0,5.713,114.205,113.827,110.215,114.754,113.25,111.698,111.647,113.827
269,2020-07-01,18,3.555,0.0,2.0,5.82,0,5.777,113.829,114.205,113.827,110.215,114.754,113.25,111.698,114.205
270,2020-08-01,18,3.274,2.3,2.0,5.82,0,5.706,115.515,113.829,114.205,113.827,110.215,114.754,113.25,113.829
271,2020-09-01,18,3.2,3.3,2.0,5.82,0,5.632,115.84,115.515,113.829,114.205,113.827,110.215,114.754,115.515
272,2020-10-01,18,3.206,3.0,2.0,5.82,0,5.551,115.629,115.84,115.515,113.829,114.205,113.827,110.215,115.84
273,2020-11-01,18,3.15,3.0,2.0,5.82,0,5.468,115.807,115.629,115.84,115.515,113.829,114.205,113.827,115.629
275,2019-09-01,19,3.938,0.0,2.0,5.87,0,6.574,113.513,111.954,0.0,0.0,0.0,0.0,0.0,111.954
276,2019-10-01,19,4.019,0.0,2.0,5.87,0,6.491,112.803,113.513,111.954,0.0,0.0,0.0,0.0,113.513
277,2019-11-01,19,4.043,0.0,2.0,5.87,0,6.405,112.515,112.803,113.513,111.954,0.0,0.0,0.0,112.803
278,2019-12-01,19,4.043,0.0,2.0,5.87,0,6.322,112.408,112.515,112.803,113.513,111.954,0.0,0.0,112.515
279,2020-01-01,19,4.02,0.0,2.0,5.87,0,6.407,112.462,112.408,112.515,112.803,113.513,111.954,0.0,112.408
280,2020-02-01,19,3.768,0.0,2.0,5.87,0,6.342,114.163,112.462,112.408,112.515,112.803,113.513,111.954,112.462
281,2020-03-01,19,3.529,0.0,2.0,5.87,0,6.286,115.786,114.163,112.462,112.408,112.515,112.803,113.513,114.163
282,2020-04-01,19,4.209,0.0,2.0,5.87,0,6.149,110.809,115.786,114.163,112.462,112.408,112.515,112.803,115.786
283,2020-05-01,19,3.639,0.0,2.0,5.87,0,6.108,114.693,110.809,115.786,114.163,112.462,112.408,112.515,110.809
284,2020-06-01,19,3.563,0.0,2.0,5.87,0,6.039,115.106,114.693,110.809,115.786,114.163,112.462,112.408,114.693
285,2020-07-01,19,3.598,0.0,2.0,5.87,0,6.11,114.717,115.106,114.693,110.809,115.786,114.163,112.462,115.106
286,2020-08-01,19,3.323,0.0,2.0,5.87,0,6.041,116.488,114.717,115.106,114.693,110.809,115.786,114.163,114.717
287,2020-09-01,19,3.245,3.3,2.0,5.87,0,5.969,116.878,116.488,114.717,115.106,114.693,110.809,115.786,116.488
288,2020-10-01,19,3.248,3.0,2.0,5.87,0,5.888,116.688,116.878,116.488,114.717,115.106,114.693,110.809,116.878
289,2020-11-01,19,3.19,3.0,2.0,5.87,0,5.806,116.909,116.688,116.878,116.488,114.717,115.106,114.693,116.688
291,2019-09-01,20,3.642,0.0,2.0,6.3,0,0.31,100.821,101.011,0.0,0.0,0.0,0.0,0.0,101.011
292,2019-10-01,20,3.6,0.0,2.0,6.3,0,0.235,100.63,100.821,101.011,0.0,0.0,0.0,0.0,100.821
293,2019-11-01,20,3.564,0.0,2.0,6.3,0,0.151,100.41,100.63,100.821,101.011,0.0,0.0,0.0,100.63
294,2019-12-01,20,3.539,0.0,2.0,6.3,0,0.067,100.184,100.41,100.63,100.821,101.011,0.0,0.0,100.41
296,2019-09-01,21,3.777,0.0,2.0,6.15,0,2.225,105.408,105.183,0.0,0.0,0.0,0.0,0.0,105.183
297,2019-10-01,21,3.763,0.0,2.0,6.15,0,2.151,105.274,105.408,105.183,0.0,0.0,0.0,0.0,105.408
298,2019-11-01,21,3.753,0.0,2.0,6.15,0,2.068,105.113,105.274,105.408,105.183,0.0,0.0,0.0,105.274
299,2019-12-01,21,3.726,0.0,2.0,6.15,0,1.986,104.987,105.113,105.274,105.408,105.183,0.0,0.0,105.113
300,2020-01-01,21,3.709,0.0,2.0,6.15,0,1.903,104.837,104.987,105.113,105.274,105.408,105.183,0.0,104.987
301,2020-02-01,21,3.592,0.0,2.0,6.15,0,1.873,104.874,104.837,104.987,105.113,105.274,105.408,105.183,104.837
302,2020-03-01,21,3.374,0.0,2.0,6.15,0,1.799,105.102,104.874,104.837,104.987,105.113,105.274,105.408,104.874
303,2020-04-01,21,3.599,0.0,2.0,6.15,0,1.716,104.479,105.102,104.874,104.837,104.987,105.113,105.274,105.102
304,2020-05-01,21,3.31,0.0,2.0,6.15,0,1.63,104.762,104.479,105.102,104.874,104.837,104.987,105.113,104.479
305,2020-06-01,21,3.098,0.0,2.0,6.15,0,1.556,104.91,104.762,104.479,105.102,104.874,104.837,104.987,104.762
306,2020-07-01,21,3.114,0.0,2.0,6.15,0,1.475,104.649,104.91,104.762,104.479,105.102,104.874,104.837,104.91
307,2020-08-01,21,2.816,0.0,2.0,6.15,0,1.429,104.837,104.649,104.91,104.762,104.479,105.102,104.874,104.649
308,2020-09-01,21,2.703,0.0,2.0,6.15,0,1.352,104.745,104.837,104.649,104.91,104.762,104.479,105.102,104.837
309,2020-10-01,21,2.731,0.0,2.0,6.15,0,1.271,104.436,104.745,104.837,104.649,104.91,104.762,104.479,104.745
310,2020-11-01,21,2.631,0.0,2.0,6.15,0,1.186,104.276,104.436,104.745,104.837,104.649,104.91,104.762,104.436
312,2019-09-01,22,3.997,2.0,2.0,5.96,0,7.187,115.078,113.379,0.0,0.0,0.0,0.0,0.0,113.379
313,2019-10-01,22,4.075,2.0,2.0,5.96,0,7.102,114.33,115.078,113.379,0.0,0.0,0.0,0.0,115.078
314,2019-11-01,22,4.101,0.0,2.0,5.96,0,7.016,114.01,114.33,115.078,113.379,0.0,0.0,0.0,114.33
315,2019-12-01,22,4.1,0.0,2.0,5.96,0,6.933,113.913,114.01,114.33,115.078,113.379,0.0,0.0,114.01
316,2020-01-01,22,4.078,0.0,2.0,5.96,0,7.034,113.982,113.913,114.01,114.33,115.078,113.379,0.0,113.913
317,2020-02-01,22,3.815,0.0,2.0,5.96,0,6.976,115.985,113.982,113.913,114.01,114.33,115.078,113.379,113.982
318,2020-03-01,22,3.576,0.0,2.0,5.96,0,6.926,117.819,115.985,113.982,113.913,114.01,114.33,115.078,115.985
319,2020-04-01,22,4.284,0.0,2.0,5.96,0,6.771,112.054,117.819,115.985,113.982,113.913,114.01,114.33,117.819
320,2020-05-01,22,3.72,0.0,2.0,5.96,0,6.741,116.362,112.054,117.819,115.985,113.982,113.913,114.01,112.054
321,2020-06-01,22,3.64,2.7,2.0,5.96,0,6.674,116.878,116.362,112.054,117.819,115.985,113.982,113.913,116.362
322,2020-07-01,22,3.68,2.3,2.0,5.96,0,6.761,116.424,116.878,116.362,112.054,117.819,115.985,113.982,116.878
323,2020-08-01,22,3.416,2.3,2.0,5.96,0,6.697,118.356,116.424,116.878,116.362,112.054,117.819,115.985,116.424
324,2020-09-01,22,3.337,2.0,2.0,5.96,0,6.626,118.83,118.356,116.424,116.878,116.362,112.054,117.819,118.356
325,2020-10-01,22,3.343,2.0,2.0,5.96,0,6.545,118.62,118.83,118.356,116.424,116.878,116.362,112.054,118.83
326,2020-11-01,22,3.288,2.0,2.0,5.96,0,6.463,118.878,118.62,118.83,118.356,116.424,116.878,116.362,118.62
328,2019-09-01,23,3.966,0.0,2.0,5.92,0,6.887,114.352,112.724,0.0,0.0,0.0,0.0,0.0,112.724
329,2019-10-01,23,4.049,0.0,2.0,5.92,0,6.803,113.593,114.352,112.724,0.0,0.0,0.0,0.0,114.352
330,2019-11-01,23,4.074,0.0,2.0,5.92,0,6.717,113.289,113.593,114.352,112.724,0.0,0.0,0.0,113.593
331,2019-12-01,23,4.072,0.0,2.0,5.92,0,6.634,113.198,113.289,113.593,114.352,112.724,0.0,0.0,113.289
332,2020-01-01,23,4.051,0.0,2.0,5.92,0,6.727,113.249,113.198,113.289,113.593,114.352,112.724,0.0,113.198
333,2020-02-01,23,3.792,0.0,2.0,5.92,0,6.665,115.111,113.249,113.198,113.289,113.593,114.352,112.724,113.249
334,2020-03-01,23,3.553,0.0,2.0,5.92,0,6.612,116.841,115.111,113.249,113.198,113.289,113.593,114.352,115.111
335,2020-04-01,23,4.249,0.0,2.0,5.92,0,6.467,111.456,116.841,115.111,113.249,113.198,113.289,113.593,116.841
336,2020-05-01,23,3.68,0.0,2.0,5.92,0,6.431,115.572,111.456,116.841,115.111,113.249,113.198,113.289,111.456
337,2020-06-01,23,3.603,0.0,2.0,5.92,0,6.363,116.028,115.572,111.456,116.841,115.111,113.249,113.198,115.572
338,2020-07-01,23,3.64,0.0,2.0,5.92,0,6.442,115.611,116.028,115.572,111.456,116.841,115.111,113.249,116.028
339,2020-08-01,23,3.371,0.0,2.0,5.92,0,6.376,117.462,115.611,116.028,115.572,111.456,116.841,115.111,115.611
340,2020-09-01,23,3.294,0.0,2.0,5.92,0,6.304,117.884,117.462,115.611,116.028,115.572,111.456,116.841,117.462
341,2020-10-01,23,3.297,0.0,2.0,5.92,0,6.223,117.695,117.884,117.462,115.611,116.028,115.572,111.456,117.884
342,2020-11-01,23,3.24,0.0,2.0,5.92,0,6.141,117.939,117.695,117.884,117.462,115.611,116.028,115.572,117.695
344,2019-09-01,24,3.783,0.0,2.0,6.3,0,1.248,103.195,103.2,0.0,0.0,0.0,0.0,0.0,103.2
345,2019-10-01,24,3.771,0.0,2.0,6.3,0,1.172,103.026,103.195,103.2,0.0,0.0,0.0,0.0,103.195
346,2019-11-01,24,3.766,0.0,2.0,6.3,0,1.089,102.829,103.026,103.195,103.2,0.0,0.0,0.0,103.026
347,2019-12-01,24,3.724,0.0,2.0,6.3,0,1.006,102.671,102.829,103.026,103.195,103.2,0.0,0.0,102.829
348,2020-01-01,24,3.689,0.0,2.0,6.3,0,0.951,102.499,102.671,102.829,103.026,103.195,103.2,0.0,102.671
349,2020-02-01,24,3.564,0.0,2.0,6.3,0,0.867,102.391,102.499,102.671,102.829,103.026,103.195,103.2,102.499
350,2020-03-01,24,3.478,0.0,2.0,6.3,0,0.793,102.26,102.391,102.499,102.671,102.829,103.026,103.195,102.391
351,2020-04-01,24,3.548,0.0,2.0,6.3,0,0.713,101.987,102.26,102.391,102.499,102.671,102.829,103.026,102.26
352,2020-05-01,24,3.403,0.0,2.0,6.3,0,0.626,101.845,101.987,102.26,102.391,102.499,102.671,102.829,101.987
353,2020-06-01,24,3.277,0.0,2.0,6.3,0,0.552,101.707,101.845,101.987,102.26,102.391,102.499,102.671,101.845
354,2020-07-01,24,3.288,0.0,2.0,6.3,0,0.487,101.465,101.707,101.845,101.987,102.26,102.391,102.499,101.707
355,2020-08-01,24,3.258,0.0,2.0,6.3,0,0.398,101.208,101.465,101.707,101.845,101.987,102.26,102.391,101.465
356,2020-09-01,24,3.299,0.0,2.0,6.3,0,0.32,100.957,101.208,101.465,101.707,101.845,101.987,102.26,101.208
357,2020-10-01,24,3.265,0.0,2.0,6.3,0,0.239,100.723,100.957,101.208,101.465,101.707,101.845,101.987,100.957
358,2020-11-01,24,3.145,0.0,2.0,6.3,0,0.153,100.481,100.723,100.957,101.208,101.465,101.707,101.845,100.723
360,2019-09-01,25,4.056,0.0,2.0,6.05,0,7.76,116.609,114.983,0.0,0.0,0.0,0.0,0.0,114.983
361,2019-10-01,25,4.132,0.0,2.0,6.05,0,7.673,115.82,116.609,114.983,0.0,0.0,0.0,0.0,116.609
362,2019-11-01,25,4.149,0.0,2.0,6.05,0,7.588,115.564,115.82,116.609,114.983,0.0,0.0,0.0,115.82
363,2019-12-01,25,4.148,2.7,2.0,6.05,0,7.505,115.471,115.564,115.82,116.609,114.983,0.0,0.0,115.564
364,2020-01-01,25,4.129,2.3,2.0,6.05,0,7.621,115.532,115.471,115.564,115.82,116.609,114.983,0.0,115.471
365,2020-02-01,25,3.863,2.3,2.0,6.05,0,7.57,117.778,115.532,115.471,115.564,115.82,116.609,114.983,115.532
366,2020-03-01,25,3.626,2.0,2.0,6.05,0,7.526,119.8,117.778,115.532,115.471,115.564,115.82,116.609,117.778
367,2020-04-01,25,4.348,2.0,2.0,6.05,0,7.351,113.341,119.8,117.778,115.532,115.471,115.564,115.82,119.8
368,2020-05-01,25,3.799,2.0,2.0,6.05,0,7.334,117.97,113.341,119.8,117.778,115.532,115.471,115.564,113.341
369,2020-06-01,25,3.718,0.0,2.0,6.05,0,7.269,118.566,117.97,113.341,119.8,117.778,115.532,115.471,117.97
370,2020-07-01,25,3.761,0.0,2.0,6.05,0,7.37,118.058,118.566,117.97,113.341,119.8,117.778,115.532,118.566
371,2020-08-01,25,3.51,3.0,2.0,6.05,0,7.31,120.105,118.058,118.566,117.97,113.341,119.8,117.778,118.058
372,2020-09-01,25,3.428,2.7,2.0,6.05,0,7.242,120.681,120.105,118.058,118.566,117.97,113.341,119.8,120.105
373,2020-10-01,25,3.439,2.7,2.0,6.05,0,7.16,120.429,120.681,120.105,118.058,118.566,117.97,113.341,120.681
374,2020-11-01,25,3.388,2.3,2.0,6.05,0,7.08,120.708,120.429,120.681,120.105,118.058,118.566,117.97,120.429
376,2019-09-01,26,4.025,0.0,2.0,6.01,0,7.477,115.9,114.227,0.0,0.0,0.0,0.0,0.0,114.227
377,2019-10-01,26,4.102,0.0,2.0,6.01,0,7.391,115.13,115.9,114.227,0.0,0.0,0.0,0.0,115.9
378,2019-11-01,26,4.129,0.0,2.0,6.01,0,7.305,114.793,115.13,115.9,114.227,0.0,0.0,0.0,115.13
379,2019-12-01,26,4.126,0.0,2.0,6.01,0,7.222,114.715,114.793,115.13,115.9,114.227,0.0,0.0,114.793
380,2020-01-01,26,4.105,0.0,2.0,6.01,0,7.331,114.785,114.715,114.793,115.13,115.9,114.227,0.0,114.715
381,2020-02-01,26,3.839,0.0,2.0,6.01,0,7.277,116.922,114.785,114.715,114.793,115.13,115.9,114.227,114.785
382,2020-03-01,26,3.6,0.0,2.0,6.01,0,7.229,118.86,116.922,114.785,114.715,114.793,115.13,115.9,116.922
383,2020-04-01,26,4.316,0.0,2.0,6.01,0,7.065,112.739,118.86,116.922,114.785,114.715,114.793,115.13,118.86
384,2020-05-01,26,3.759,0.0,2.0,6.01,0,7.041,117.217,112.739,118.86,116.922,114.785,114.715,114.793,112.739
385,2020-06-01,26,3.677,0.0,2.0,6.01,0,6.975,117.785,117.217,112.739,118.86,116.922,114.785,114.715,117.217
386,2020-07-01,26,3.72,0.0,2.0,6.01,0,7.069,117.292,117.785,117.217,112.739,118.86,116.922,114.785,117.785
387,2020-08-01,26,3.46,0.0,2.0,6.01,0,7.008,119.306,117.292,117.785,117.217,112.739,118.86,116.922,117.292
388,2020-09-01,26,3.38,0.0,2.0,6.01,0,6.938,119.827,119.306,117.292,117.785,117.217,112.739,118.86,119.306
389,2020-10-01,26,3.388,0.0,2.0,6.01,0,6.856,119.6,119.827,119.306,117.292,117.785,117.217,112.739,119.827
390,2020-11-01,26,3.335,0.0,2.0,6.01,0,6.775,119.87,119.6,119.827,119.306,117.292,117.785,117.217,119.6
392,2019-09-01,27,4.114,2.7,2.0,6.15,0,8.297,118.21,116.662,0.0,0.0,0.0,0.0,0.0,116.662
393,2019-10-01,27,4.193,2.0,2.0,6.15,0,8.208,117.336,118.21,116.662,0.0,0.0,0.0,0.0,118.21
394,2019-11-01,27,4.204,2.0,2.0,6.15,0,8.123,117.128,117.336,118.21,116.662,0.0,0.0,0.0,117.336
395,2019-12-01,27,4.209,1.7,2.0,6.15,0,8.039,116.981,117.128,117.336,118.21,116.662,0.0,0.0,117.128
396,2020-01-01,27,4.192,0.0,2.0,6.15,0,8.171,117.04,116.981,117.128,117.336,118.21,116.662,0.0,116.981
397,2020-02-01,27,3.917,0.0,2.0,6.15,0,8.129,119.585,117.04,116.981,117.128,117.336,118.21,116.662,117.04
398,2020-03-01,27,3.682,0.0,2.0,6.15,0,8.091,121.786,119.585,117.04,116.981,117.128,117.336,118.21,119.585
399,2020-04-01,27,4.417,0.0,2.0,6.15,0,7.893,114.639,121.786,119.585,117.04,116.981,117.128,117.336,121.786
400,2020-05-01,27,3.879,0.0,2.0,6.15,0,7.89,119.588,114.639,121.786,119.585,117.04,116.981,117.128,114.639
401,2020-06-01,27,3.796,0.0,2.0,6.15,0,7.828,120.273,119.588,114.639,121.786,119.585,117.04,116.981,119.588
402,2020-07-01,27,3.842,0.0,2.0,6.15,0,7.941,119.705,120.273,119.588,114.639,121.786,119.585,117.04,120.273
403,2020-08-01,27,3.593,0.0,2.0,6.15,0,7.889,121.947,119.705,120.273,119.588,114.639,121.786,119.585,119.705
404,2020-09-01,27,3.52,0.0,2.0,6.15,0,7.821,122.511,121.947,119.705,120.273,119.588,114.639,121.786,121.947
405,2020-10-01,27,3.537,0.0,2.0,6.15,0,7.738,122.198,122.511,121.947,119.705,120.273,119.588,114.639,122.511
406,2020-11-01,27,3.488,0.0,2.0,6.15,0,7.659,122.508,122.198,122.511,121.947,119.705,120.273,119.588,122.198
408,2019-09-01,28,4.085,0.0,2.0,6.1,0,8.032,117.412,115.815,0.0,0.0,0.0,0.0,0.0,115.815
409,2019-10-01,28,4.162,0.0,2.0,6.1,0,7.945,116.585,117.412,115.815,0.0,0.0,0.0,0.0,117.412
410,2019-11-01,28,4.177,0.0,2.0,6.1,0,7.859,116.342,116.585,117.412,115.815,0.0,0.0,0.0,116.585
411,2019-12-01,28,4.178,0.0,2.0,6.1,0,7.776,116.233,116.342,116.585,117.412,115.815,0.0,0.0,116.342
412,2020-01-01,28,4.161,0.0,2.0,6.1,0,7.9,116.284,116.233,116.342,116.585,117.412,115.815,0.0,116.233
413,2020-02-01,28,3.889,0.0,2.0,6.1,0,7.854,118.693,116.284,116.233,116.342,116.585,117.412,115.815,116.284
414,2020-03-01,28,3.653,0.0,2.0,6.1,0,7.812,120.805,118.693,116.284,116.233,116.342,116.585,117.412,118.693
415,2020-04-01,28,4.381,0.0,2.0,6.1,0,7.627,114.006,120.805,118.693,116.284,116.233,116.342,116.585,120.805
416,2020-05-01,28,3.839,0.0,2.0,6.1,0,7.616,118.786,114.006,120.805,118.693,116.284,116.233,116.342,114.006
417,2020-06-01,28,3.756,0.0,2.0,6.1,0,7.553,119.436,118.786,114.006,120.805,118.693,116.284,116.233,118.786
418,2020-07-01,28,3.801,0.0,2.0,6.1,0,7.66,118.894,119.436,118.786,114.006,120.805,118.693,116.284,119.436
419,2020-08-01,28,3.551,0.0,2.0,6.1,0,7.604,121.039,118.894,119.436,118.786,114.006,120.805,118.693,118.894
420,2020-09-01,28,3.472,0.0,2.0,6.1,0,7.536,121.626,121.039,118.894,119.436,118.786,114.006,120.805,121.039
421,2020-10-01,28,3.487,0.0,2.0,6.1,0,7.453,121.335,121.626,121.039,118.894,119.436,118.786,114.006,121.626
422,2020-11-01,28,3.438,0.0,2.0,6.1,0,7.374,121.621,121.335,121.626,121.039,118.894,119.436,118.786,121.335
424,2019-09-01,29,4.179,3.0,2.0,6.24,0,8.803,119.623,118.204,0.0,0.0,0.0,0.0,0.0,118.204
425,2019-10-01,29,4.262,2.7,2.0,6.24,0,8.711,118.654,119.623,118.204,0.0,0.0,0.0,0.0,119.623
426,2019-11-01,29,4.262,2.7,2.0,6.24,0,8.628,118.556,118.654,119.623,118.204,0.0,0.0,0.0,118.654
427,2019-12-01,29,4.268,2.3,2.0,6.24,0,8.543,118.398,118.556,118.654,119.623,118.204,0.0,0.0,118.556
428,2020-01-01,29,4.251,2.3,2.0,6.24,0,8.689,118.473,118.398,118.556,118.654,119.623,118.204,0.0,118.398
429,2020-02-01,29,3.975,2.7,2.0,6.24,0,8.656,121.24,118.473,118.398,118.556,118.654,119.623,118.204,118.473
430,2020-03-01,29,3.742,0.0,2.0,6.24,0,8.625,123.612,121.24,118.473,118.398,118.556,118.654,119.623,121.24
431,2020-04-01,29,4.49,0.0,2.0,6.24,0,8.402,115.78,123.612,121.24,118.473,118.398,118.556,118.654,123.612
432,2020-05-01,29,3.955,0.0,2.0,6.24,0,8.416,121.097,115.78,123.612,121.24,118.473,118.398,118.556,115.78
433,2020-06-01,29,3.88,0.0,2.0,6.24,0,8.355,121.768,121.097,115.78,123.612,121.24,118.473,118.398,121.097
434,2020-07-01,29,3.925,0.0,2.0,6.24,0,8.481,121.181,121.768,121.097,115.78,123.612,121.24,118.473,121.768
435,2020-08-01,29,3.68,0.0,2.0,6.24,0,8.435,123.584,121.181,121.768,121.097,115.78,123.612,121.24,121.181
436,2020-09-01,29,3.614,0.0,2.0,6.24,0,8.368,124.14,123.584,121.181,121.768,121.097,115.78,123.612,123.584
437,2020-10-01,29,3.637,0.0,2.0,6.24,0,8.284,123.758,124.14,123.584,121.181,121.768,121.097,115.78,124.14
438,2020-11-01,29,3.589,0.0,2.0,6.24,0,8.206,124.106,123.758,124.14,123.584,121.181,121.768,121.097,123.758
440,2019-09-01,30,4.146,0.0,2.0,6.19,0,8.555,118.881,117.403,0.0,0.0,0.0,0.0,0.0,117.403
441,2019-10-01,30,4.226,0.0,2.0,6.19,0,8.465,117.97,118.881,117.403,0.0,0.0,0.0,0.0,118.881
442,2019-11-01,30,4.229,0.0,2.0,6.19,0,8.381,117.841,117.97,118.881,117.403,0.0,0.0,0.0,117.97
443,2019-12-01,30,4.235,0.0,2.0,6.19,0,8.297,117.683,117.841,117.97,118.881,117.403,0.0,0.0,117.841
444,2020-01-01,30,4.219,0.0,2.0,6.19,0,8.436,117.741,117.683,117.841,117.97,118.881,117.403,0.0,117.683
445,2020-02-01,30,3.943,0.0,2.0,6.19,0,8.398,120.402,117.741,117.683,117.841,117.97,118.881,117.403,117.741
446,2020-03-01,30,3.709,0.0,2.0,6.19,0,8.364,122.69,120.402,117.741,117.683,117.841,117.97,118.881,120.402
447,2020-04-01,30,4.451,0.0,2.0,6.19,0,8.154,115.195,122.69,120.402,117.741,117.683,117.841,117.97,122.69
448,2020-05-01,30,3.915,0.0,2.0,6.19,0,8.158,120.326,115.195,122.69,120.402,117.741,117.683,117.841,115.195
449,2020-06-01,30,3.836,0.0,2.0,6.19,0,8.097,121.006,120.326,115.195,122.69,120.402,117.741,117.683,120.326
450,2020-07-01,30,3.881,0.0,2.0,6.19,0,8.217,120.433,121.006,120.326,115.195,122.69,120.402,117.741,121.006
451,2020-08-01,30,3.634,0.0,2.0,6.19,0,8.167,122.757,120.433,121.006,120.326,115.195,122.69,120.402,120.433
452,2020-09-01,30,3.563,0.0,2.0,6.19,0,8.101,123.335,122.757,120.433,121.006,120.326,115.195,122.69,122.757
453,2020-10-01,30,3.587,0.0,2.0,6.19,0,8.016,122.948,123.335,122.757,120.433,121.006,120.326,115.195,123.335
454,2020-11-01,30,3.539,0.0,2.0,6.19,0,7.938,123.273,122.948,123.335,122.757,120.433,121.006,120.326,122.948
