VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE
2020-03-02,166,5.569,0.0,2,6.05,120,0,7.122,103.482
2020-04-01,166,6.219,0.0,2,6.05,120,0,6.963,98.807
2020-05-04,166,5.666,0.0,2,6.05,120,0,6.942,102.723
2020-06-01,166,5.589,0.0,2,6.05,120,0,6.877,103.262
2020-07-01,166,5.602,0.0,2,6.05,120,0,6.795,103.15
2020-08-03,166,5.297,0.0,2,6.05,120,0,6.936,105.331
2020-09-01,166,5.217,0.0,2,6.05,120,0,6.867,105.872
2020-10-01,166,5.195,0.0,2,6.05,120,0,6.789,105.985
2020-11-02,166,5.173,0.0,2,6.05,120,0,6.706,106.096
2020-08-03,167,3.56,2.3,2,3.65,120,0,8.299,100.749
2020-09-01,167,3.558,2.0,2,3.65,120,0,8.221,100.759
2020-10-01,167,3.578,2.3,2,3.65,120,0,8.138,100.588
2020-11-02,167,3.538,2.0,2,3.65,120,0,8.057,100.911
2019-08-01,168,4.263,0.0,2,4.9,84,1,3.28,102.135
2019-09-03,168,4.055,0.0,2,4.9,84,1,3.196,102.783
2019-10-01,168,4.1,0.0,2,4.9,84,1,3.195,102.583
2019-11-01,168,4.135,0.0,2,4.9,84,1,3.111,102.409
2020-01-02,168,4.118,0.0,2,4.9,84,1,2.945,102.346
2020-02-03,168,3.949,0.0,2,4.9,84,1,2.862,102.791
2020-03-02,168,3.669,0.0,2,4.9,84,1,2.792,103.551
2020-04-01,168,4.054,0.0,2,4.9,84,1,2.77,102.365
2020-05-04,168,3.631,0.0,2,4.9,84,1,2.688,103.468
2020-06-01,168,3.479,0.0,2,4.9,84,1,2.615,103.794
2020-07-01,168,3.513,0.0,2,4.9,84,1,2.534,103.598
2020-08-03,168,3.129,0.0,2,4.9,84,1,2.45,104.478
2020-09-01,168,3.017,0.0,2,4.9,84,1,2.374,104.635
2020-10-01,168,3.043,0.0,2,4.9,84,1,2.346,104.431
2020-11-02,168,2.953,0.0,2,4.9,84,1,2.261,104.491
2019-08-01,169,6.15,0.0,2,6.15,180,0,7.906,100.0
2019-09-03,169,6.04,0.0,2,6.15,180,0,7.837,100.863
2019-10-01,169,6.12,0.0,2,6.15,180,0,7.749,100.225
2019-11-01,169,6.114,0.0,2,6.15,180,0,7.668,100.269
2020-01-02,169,6.079,0.0,2,6.15,180,0,7.508,100.542
2020-02-03,169,5.801,0.0,2,6.15,180,0,7.696,102.714
2020-03-02,169,5.672,0.0,2,6.15,180,0,7.641,103.715
2020-04-01,169,6.32,0.0,2,6.15,180,0,7.465,98.714
2020-05-04,169,5.8,0.0,2,6.15,180,0,7.454,102.664
2020-06-01,169,5.713,0.0,2,6.15,180,0,7.392,103.325
2020-07-01,169,5.727,0.0,2,6.15,180,0,7.31,103.2
2020-08-03,169,5.412,0.0,2,6.15,120,0,7.479,105.638
2020-09-01,169,5.324,0.0,2,6.15,120,0,7.413,106.293
2020-10-01,169,5.329,0.0,2,6.15,120,0,7.332,106.21
2020-11-02,169,5.311,0.0,2,6.15,120,0,7.249,106.307
2019-08-01,170,4.346,0.0,2,5.0,120,1,4.068,102.728
2019-09-03,170,4.113,0.0,2,5.0,120,1,3.987,103.66
2019-10-01,170,4.18,0.0,2,5.0,120,1,4.006,103.329
2019-11-01,170,4.238,0.0,2,5.0,120,1,3.921,103.033
2020-01-02,170,4.214,0.0,2,5.0,120,1,3.755,103.017
2020-02-03,170,4.015,0.0,2,5.0,120,1,3.675,103.729
2020-03-02,170,3.735,0.0,2,5.0,120,1,3.607,104.74
2020-04-01,170,4.199,0.0,2,5.0,84,1,3.6,102.918
2020-05-04,170,3.717,0.0,2,5.0,84,1,3.523,104.619
2020-06-01,170,3.598,0.0,2,5.0,84,1,3.45,104.966
2020-07-01,170,3.632,0.0,2,5.0,84,1,3.369,104.745
2020-08-03,170,3.243,0.0,2,5.0,84,1,3.289,106.006
2020-09-01,170,3.159,0.0,2,5.0,84,1,3.212,106.176
2020-10-01,170,3.194,0.0,2,5.0,84,1,3.205,105.925
2020-11-02,170,3.109,0.0,2,5.0,84,1,3.12,106.063
2019-08-01,171,6.25,0.0,2,6.25,180,0,8.352,100.0
2019-09-03,171,6.144,0.0,2,6.25,180,0,8.285,100.879
2019-10-01,171,6.226,0.0,2,6.25,180,0,8.195,100.188
2019-11-01,171,6.22,0.0,2,6.25,180,0,8.114,100.235
2020-01-02,171,6.19,0.0,2,6.25,180,0,7.955,100.485
2020-02-03,171,5.916,0.0,2,6.25,180,0,8.168,102.756
2020-03-02,171,5.783,0.0,2,6.25,180,0,8.117,103.857
2020-04-01,171,6.438,0.0,2,6.25,180,0,7.92,98.493
2020-05-04,171,5.935,0.0,2,6.25,180,0,7.922,102.546
2020-06-01,171,5.847,0.0,2,6.25,180,0,7.864,103.261
2020-07-01,171,5.86,0.0,2,6.25,180,0,7.781,103.14
2020-08-03,171,5.543,0.0,2,6.25,180,0,7.977,105.761
2020-09-01,171,5.452,0.0,2,6.25,180,0,7.915,106.493
2020-10-01,171,5.474,0.0,2,6.25,180,0,7.831,106.268
2020-11-02,171,5.456,0.0,2,6.25,180,0,7.749,106.38
2019-08-01,172,4.428,0.0,2,5.1,120,1,4.819,103.33
2019-09-03,172,4.18,0.0,2,5.1,120,1,4.742,104.532
2019-10-01,172,4.266,0.0,2,5.1,120,1,4.778,104.051
2019-11-01,172,4.333,0.0,2,5.1,120,1,4.692,103.664
2020-01-02,172,4.304,0.0,2,5.1,120,1,4.527,103.696
2020-02-03,172,4.079,0.0,2,5.1,120,1,4.45,104.701
2020-03-02,172,3.803,0.0,2,5.1,120,1,4.386,105.939
2020-04-01,172,4.324,0.0,2,5.1,120,1,4.391,103.456
2020-05-04,172,3.804,0.0,2,5.1,120,1,4.321,105.751
2020-06-01,172,3.706,0.0,2,5.1,120,1,4.249,106.111
2020-07-01,172,3.748,0.0,2,5.1,120,1,4.167,105.828
2020-08-03,172,3.362,0.0,2,5.1,120,1,4.091,107.435
2020-09-01,172,3.284,0.0,2,5.1,120,1,4.015,107.662
2020-10-01,172,3.319,0.0,2,5.1,120,1,4.027,107.386
2020-11-02,172,3.257,0.0,2,5.1,120,1,3.942,107.513
2019-08-01,173,6.35,0.0,2,6.35,180,0,8.756,99.999
2019-09-03,173,6.242,0.0,2,6.35,180,0,8.693,100.94
2019-10-01,173,6.328,0.0,2,6.35,180,0,8.599,100.18
2019-11-01,173,6.324,0.0,2,6.35,180,0,8.517,100.213
2020-01-02,173,6.299,0.0,2,6.35,180,0,8.358,100.432
2020-02-03,173,6.03,0.0,2,6.35,180,0,8.597,102.779
2020-03-02,173,5.895,0.0,2,6.35,180,0,8.551,103.959
2020-04-01,173,6.56,0.0,2,6.35,180,0,8.33,98.232
2020-05-04,173,6.062,0.0,2,6.35,180,0,8.348,102.452
2020-06-01,173,5.979,0.0,2,6.35,180,0,8.291,103.164
2020-07-01,173,5.99,0.0,2,6.35,180,0,8.209,103.058
2020-08-03,173,5.678,0.0,2,6.35,180,0,8.431,105.786
2020-09-01,173,5.59,0.0,2,6.35,180,0,8.371,106.538
2020-10-01,173,5.617,0.0,2,6.35,180,0,8.286,106.262
2020-11-02,173,5.598,0.0,2,6.35,180,0,8.205,106.397
2019-08-01,174,6.5,0.0,2,6.5,180,0,9.094,99.999
2019-09-03,174,6.387,0.0,2,6.5,180,0,9.036,101.023
2019-10-01,174,6.474,0.0,2,6.5,180,0,8.939,100.223
2019-11-01,174,6.476,0.0,2,6.5,180,0,8.856,100.203
2020-01-02,174,6.454,0.0,2,6.5,180,0,8.697,100.405
2020-02-03,174,6.192,0.0,2,6.5,180,0,8.961,102.787
2020-03-02,174,6.057,0.0,2,6.5,180,0,8.92,104.021
2020-04-01,174,6.734,0.0,2,6.5,180,0,8.672,97.95
2020-05-04,174,6.236,0.0,2,6.5,180,0,8.708,102.343
2020-06-01,174,6.161,0.0,2,6.5,180,0,8.652,103.016
2020-07-01,174,6.17,0.0,2,6.5,180,0,8.57,102.926
2020-08-03,174,5.868,0.0,2,6.5,180,0,8.819,105.687
2020-09-01,174,5.786,0.0,2,6.5,180,0,8.761,106.423
2020-10-01,174,5.813,0.0,2,6.5,180,0,8.675,106.14
2020-11-02,174,5.79,0.0,2,6.5,180,0,8.595,106.324
2019-08-01,175,4.25,2.7,2,4.618,120,0,7.205,102.691
2019-09-03,175,3.896,2.7,2,4.618,120,0,7.152,105.319
2019-10-01,175,4.125,2.3,2,4.618,120,0,7.054,103.568
2019-11-01,175,4.17,2.3,2,4.618,120,0,6.966,103.211
2020-01-02,175,4.154,2.0,2,4.618,120,0,6.956,103.275
2020-02-03,175,3.815,2.0,2,4.618,120,0,6.9,105.698
2020-03-02,175,3.598,1.7,2,4.618,120,0,6.844,107.246
2020-04-01,175,4.273,1.7,2,4.618,120,0,6.704,102.36
2020-05-04,175,3.719,1.7,2,4.618,120,0,6.664,106.241
2020-06-01,175,3.615,0.0,2,4.618,120,0,6.598,106.938
2020-07-01,175,3.669,0.0,2,4.618,120,0,6.656,106.493
2020-08-03,175,3.462,0.0,2,4.618,120,0,6.583,107.894
2020-09-01,175,3.495,0.0,2,4.618,120,0,6.502,107.59
2020-10-01,175,3.491,0.0,2,4.618,120,0,6.422,107.548
2020-11-02,175,3.456,0.0,2,4.618,120,0,6.339,107.717
2019-08-01,176,4.27,3.0,2,4.6,180,0,10.742,103.605
2019-09-03,176,4.057,2.7,2,4.6,180,0,10.716,105.993
2019-10-01,176,4.263,2.7,2,4.6,180,0,10.581,103.652
2019-11-01,176,4.292,2.3,2,4.6,180,0,10.489,103.318
2020-01-02,176,4.307,2.0,2,4.6,180,0,10.551,103.13
2020-02-03,176,4.04,2.0,2,4.6,180,0,10.537,106.06
2020-03-02,176,3.822,2.3,2,4.6,180,0,10.521,108.509
2020-04-01,176,4.558,1.7,2,4.6,180,0,10.241,100.43
2020-05-04,176,4.02,2.7,2,4.6,180,0,10.298,106.204
2020-06-01,176,3.979,2.0,2,4.6,180,0,10.234,106.635
2020-07-01,176,4.034,1.7,2,4.6,180,0,10.361,106.001
2020-08-03,176,3.835,1.3,2,4.6,180,0,10.322,108.174
2020-09-01,176,3.858,2.7,2,4.6,180,0,10.238,107.88
2020-10-01,176,3.905,2.7,2,4.6,180,0,10.146,107.325
2020-11-02,176,3.868,2.7,2,4.6,180,0,10.069,107.697
2019-08-01,177,6.7,0.0,2,6.7,180,0,9.369,100.0
2019-09-03,177,6.578,0.0,2,6.7,180,0,9.319,101.14
2019-10-01,177,6.666,0.0,2,6.7,180,0,9.217,100.305
2019-11-01,177,6.669,0.0,2,6.7,180,0,9.134,100.274
2020-01-02,177,6.646,0.0,2,6.7,180,0,8.977,100.492
2020-02-03,177,6.39,0.0,2,6.7,180,0,9.266,102.901
2020-03-02,177,6.253,0.0,2,6.7,180,0,9.231,104.199
2020-04-01,177,6.936,0.0,2,6.7,180,0,8.956,97.865
2020-05-04,177,6.436,0.0,2,6.7,180,0,9.012,102.425
2020-06-01,177,6.37,0.0,2,6.7,180,0,8.956,103.038
2020-07-01,177,6.38,0.0,2,6.7,180,0,8.874,102.937
2020-08-03,177,6.091,0.0,2,6.7,180,0,9.148,105.679
2020-09-01,177,6.017,0.0,2,6.7,180,0,9.091,106.368
2020-10-01,177,6.038,0.0,2,6.7,180,0,9.006,106.137
2020-11-02,177,6.013,0.0,2,6.7,180,0,8.927,106.351
2019-08-01,178,4.42,1.7,2,5.15,240,0,11.523,108.748
2019-09-03,178,4.108,2.7,2,5.15,240,0,11.561,112.748
2019-10-01,178,4.334,2.0,2,5.15,240,0,11.394,109.782
2019-11-01,178,4.366,2.0,2,5.15,240,0,11.298,109.347
2020-01-02,178,4.39,2.0,2,5.15,240,0,11.392,108.981
2020-02-03,178,4.158,2.3,2,5.15,240,0,11.395,111.886
2020-03-02,178,3.947,2.0,2,5.15,240,0,11.401,114.601
2020-04-01,178,4.684,2.0,2,5.15,240,0,11.038,105.333
2020-05-04,178,4.145,2.7,2,5.15,240,0,11.156,111.934
2020-06-01,178,4.12,2.3,2,5.15,240,0,11.345,112.212
2020-07-01,178,4.179,2.0,2,5.15,240,0,11.243,111.419
2020-08-03,178,3.995,1.3,2,5.15,240,0,11.221,113.715
2020-09-01,178,4.045,2.3,2,5.15,240,0,11.125,113.027
2020-10-01,178,4.098,2.0,2,5.15,240,0,11.025,112.311
2020-11-02,178,4.087,2.3,2,5.15,240,0,10.943,112.405
2019-08-01,179,4.345,2.3,2,5.23,300,1,3.01,102.708
2019-09-03,179,4.195,2.3,2,5.23,300,1,2.924,103.096
2019-10-01,179,4.112,2.0,2,5.23,300,1,2.851,103.276
2019-11-01,179,4.105,1.7,2,5.23,300,1,2.767,103.216
2020-01-02,179,4.067,1.3,2,5.23,300,1,2.674,103.157
2020-02-03,179,3.907,2.0,2,5.23,300,1,2.591,103.497
2020-03-02,179,3.67,1.7,2,5.23,300,1,2.519,104.033
2020-04-01,179,4.178,2.0,2,5.23,300,1,2.431,102.619
2020-05-04,179,3.755,2.0,2,5.23,300,1,2.348,103.582
2020-06-01,179,3.623,2.0,2,5.23,300,1,2.331,103.8
2020-07-01,179,3.602,2.3,2,5.23,300,1,2.25,103.726
2020-08-03,179,3.475,2.0,2,5.23,300,1,2.163,103.877
2020-09-01,179,3.461,1.7,2,5.23,300,1,2.085,103.78
2020-10-01,179,3.433,2.3,2,5.23,300,1,2.005,103.706
2020-11-02,179,3.437,2.3,2,5.23,300,1,1.918,103.555
2019-08-01,180,4.457,1.7,2,4.82,300,1,4.078,101.507
2019-09-03,180,4.302,2.0,2,4.82,300,1,3.995,102.126
2019-10-01,180,4.241,1.7,2,4.82,300,1,4.015,102.347
2019-11-01,180,4.272,1.7,2,4.82,300,1,3.931,102.178
2020-01-02,180,4.234,1.3,2,4.82,300,1,3.766,102.247
2020-02-03,180,4.018,2.3,2,4.82,300,1,3.686,103.035
2020-03-02,180,3.775,2.3,2,4.82,300,1,3.618,103.912
2020-04-01,180,4.458,3.0,2,4.82,300,1,3.602,101.311
2020-05-04,180,3.936,3.0,2,4.82,300,1,3.526,103.167
2020-06-01,180,3.811,2.3,2,4.82,300,1,3.454,103.557
2020-07-01,180,3.781,2.3,2,4.82,300,1,3.374,103.591
2020-08-03,180,3.627,2.0,2,4.82,300,1,3.289,104.045
2020-09-01,180,3.609,2.0,2,4.82,300,1,3.211,104.025
2020-10-01,180,3.577,1.7,2,4.82,300,1,3.204,104.048
2020-11-02,180,3.586,0.0,2,4.82,300,1,3.118,103.92
2019-08-01,181,4.293,0.0,2,5.0,3,0,0.294,100.195
2019-09-03,181,4.242,0.0,2,5.0,3,0,0.205,100.143
2019-10-01,181,4.132,0.0,2,5.0,3,0,0.129,100.102
2019-11-01,181,4.126,0.0,2,5.0,3,0,0.045,100.035
2019-08-01,182,4.294,0.0,2,5.0,3,0,0.299,100.198
2019-09-03,182,4.243,0.0,2,5.0,3,0,0.21,100.146
2019-10-01,182,4.133,0.0,2,5.0,3,0,0.135,100.107
2019-11-01,182,4.129,0.0,2,5.0,3,0,0.051,100.039
2019-08-01,183,4.111,0.0,2,5.35,12,0,0.903,101.121
2019-09-03,183,3.835,2.0,2,5.35,12,0,0.815,101.241
2019-10-01,183,3.89,2.0,2,5.35,12,0,0.74,101.087
2019-11-01,183,3.884,1.7,2,5.35,12,0,0.657,100.972
2019-11-01,184,3.949,0.0,2,3.95,12,0,0.909,99.999
2020-01-02,184,3.81,0.0,2,3.95,12,0,0.743,100.1
2020-02-03,184,3.711,0.0,2,3.95,12,0,0.658,100.155
2020-03-02,184,3.481,0.0,2,3.95,12,0,0.583,100.275
2020-04-01,184,3.511,0.0,2,3.95,6,0,0.502,100.224
2020-05-04,184,3.279,0.0,2,3.95,6,0,0.425,100.282
2020-06-01,184,3.049,0.0,2,3.95,6,0,0.351,100.31
2020-07-01,184,3.034,0.0,2,3.95,3,0,0.27,100.24
2020-08-03,184,2.782,0.0,2,3.95,3,0,0.181,100.205
2020-09-01,184,2.704,0.0,2,3.95,3,0,0.102,100.123
2020-10-01,184,2.69,0.0,2,3.95,3,0,0.021,100.025
2020-01-02,185,4.199,0.0,2,5.3,12,0,0.851,100.939
2020-02-03,185,4.099,0.0,2,5.3,12,0,0.766,100.923
2020-03-02,185,3.911,0.0,2,5.3,12,0,0.691,100.968
2020-04-01,185,3.971,0.0,2,5.3,12,0,0.611,100.821
2020-05-04,185,3.773,0.0,2,5.3,6,0,0.523,100.814
2020-06-01,185,3.574,0.0,2,5.3,6,0,0.459,100.79
2020-07-01,185,3.555,0.0,2,5.3,6,0,0.38,100.654
2020-08-03,185,3.366,0.0,2,5.3,3,0,0.292,100.553
2020-09-01,185,3.289,0.0,2,5.3,3,0,0.214,100.419
2020-10-01,185,3.262,0.0,2,5.3,3,0,0.132,100.261
2020-11-02,185,3.138,0.0,2,5.3,3,0,0.045,100.094
2020-01-02,186,4.199,0.0,2,5.3,12,0,0.851,100.939
2020-02-03,186,4.099,0.0,2,5.3,12,0,0.766,100.923
2020-03-02,186,3.911,0.0,2,5.3,12,0,0.691,100.968
2020-04-01,186,3.971,0.0,2,5.3,12,0,0.611,100.821
2020-05-04,186,3.773,0.0,2,5.3,6,0,0.523,100.814
2020-06-01,186,3.574,0.0,2,5.3,6,0,0.459,100.79
2020-07-01,186,3.555,0.0,2,5.3,6,0,0.38,100.654
2020-08-03,186,3.366,0.0,2,5.3,3,0,0.292,100.553
2020-09-01,186,3.289,0.0,2,5.3,3,0,0.214,100.419
2020-10-01,186,3.262,0.0,2,5.3,3,0,0.132,100.261
2020-11-02,186,3.138,0.0,2,5.3,3,0,0.045,100.094
2020-01-02,187,3.493,0.0,2,3.6,12,0,0.866,100.09
2020-02-03,187,3.407,0.0,2,3.6,12,0,0.78,100.148
2020-03-02,187,3.163,0.0,2,3.6,12,0,0.705,100.307
2020-04-01,187,3.245,0.0,2,3.6,12,0,0.624,100.221
2020-05-04,187,3.043,0.0,2,3.6,6,0,0.535,100.301
2020-06-01,187,2.842,0.0,2,3.6,6,0,0.469,100.354
2020-07-01,187,2.825,0.0,2,3.6,6,0,0.39,100.298
2020-08-03,187,2.906,0.0,2,3.6,3,0,0.302,100.203
2020-09-01,187,2.862,0.0,2,3.6,3,0,0.224,100.159
2020-10-01,187,2.852,0.0,2,3.6,3,0,0.143,100.102
2020-11-02,187,2.729,0.0,2,3.6,3,0,0.057,100.047
2020-05-04,188,2.845,0.0,2,2.64,12,0,0.931,99.808
2020-06-01,188,2.585,0.0,2,2.64,12,0,0.856,100.046
2020-07-01,188,2.622,0.0,2,2.64,12,0,0.775,100.012
2020-08-03,188,2.264,0.0,2,2.64,12,0,0.687,100.258
2020-09-01,188,2.143,0.0,2,2.64,12,0,0.609,100.304
2020-10-01,188,2.136,0.0,2,2.64,6,0,0.528,100.269
2020-11-02,188,2.057,0.0,2,2.64,6,0,0.449,100.261
2020-05-04,189,3.029,0.0,2,3.7,12,0,0.973,100.654
2020-06-01,189,2.927,0.0,2,3.7,12,0,0.898,100.695
2020-07-01,189,3.486,0.0,2,3.7,12,0,0.815,100.171
2020-08-03,189,3.251,0.0,2,3.7,12,0,0.727,100.325
2020-09-01,189,3.182,0.0,2,3.7,12,0,0.649,100.337
2020-10-01,189,3.21,0.0,2,3.7,12,0,0.568,100.28
2020-11-02,189,3.285,0.0,2,3.7,6,0,0.491,100.203
2020-06-01,190,2.926,0.0,2,3.7,12,0,0.942,100.73
2020-07-01,190,3.486,0.0,2,3.7,12,0,0.858,100.181
2020-08-03,190,3.25,2.7,2,3.7,12,0,0.77,100.345
2020-09-01,190,3.182,2.3,2,3.7,12,0,0.692,100.358
2020-10-01,190,3.21,2.0,2,3.7,12,0,0.611,100.3
2020-11-02,190,3.284,1.3,2,3.7,6,0,0.525,100.221
2020-07-01,191,3.004,0.0,2,3.2,12,0,0.899,100.175
2020-08-03,191,2.84,0.0,2,3.2,12,0,0.811,100.291
2020-09-01,191,2.76,0.0,2,3.2,12,0,0.733,100.322
2020-10-01,191,2.771,0.0,2,3.2,12,0,0.652,100.28
2020-11-02,191,2.746,0.0,2,3.2,12,0,0.565,100.258
2020-06-01,192,2.94,0.0,2,3.5,12,0,0.974,100.537
2020-07-01,192,2.91,0.0,2,3.5,12,0,0.894,100.519
2020-08-03,192,2.995,3.0,2,3.5,12,0,0.805,100.399
2020-09-01,192,2.927,2.7,2,3.5,12,0,0.727,100.412
2020-10-01,192,2.931,2.3,2,3.5,12,0,0.646,100.366
2020-11-02,192,2.857,2.3,2,3.5,12,0,0.56,100.362
2020-07-01,193,2.845,0.0,2,3.0,12,0,0.941,100.145
2020-08-03,193,2.614,0.0,2,3.0,12,0,0.853,100.329
2020-09-01,193,2.532,0.0,2,3.0,12,0,0.775,100.362
2020-10-01,193,2.499,0.0,2,3.0,12,0,0.694,100.348
2020-11-02,193,2.517,0.0,2,3.0,12,0,0.607,100.294
2020-08-03,194,2.87,0.0,2,3.15,12,0,0.919,100.257
2020-09-01,194,2.781,0.0,2,3.15,12,0,0.841,100.309
2020-10-01,194,2.761,0.0,2,3.15,12,0,0.76,100.295
2020-11-02,194,2.749,2.3,2,3.15,12,0,0.673,100.27
2020-08-03,195,3.26,0.0,2,3.3,12,0,0.927,100.036
2020-09-01,195,3.174,0.0,2,3.3,12,0,0.85,100.105
2020-10-01,195,3.159,0.0,2,3.3,12,0,0.769,100.106
2020-11-02,195,3.086,0.0,2,3.3,12,0,0.683,100.144
2020-08-03,196,3.02,0.0,2,2.99,12,0,0.962,99.971
2020-09-01,196,2.945,0.0,2,2.99,12,0,0.885,100.038
2020-10-01,196,2.944,0.0,2,2.99,12,0,0.804,100.035
2020-11-02,196,2.874,0.0,2,2.99,12,0,0.719,100.081
2020-11-02,197,2.545,2.3,2,2.55,12,0,0.941,100.004
2020-11-02,198,2.029,0.0,2,2.03,12,0,0.952,100.001
2020-11-02,199,3.197,0.0,2,3.33,12,0,0.944,100.125
2020-11-02,200,3.75,0.0,2,3.77,12,0,0.959,100.019
2019-08-01,201,3.289,0.0,2,4.15,3,0,0.017,100.013
2019-08-01,202,4.466,0.0,2,4.96,6,0,0.484,100.238
2019-09-03,202,4.42,0.0,2,4.96,6,0,0.397,100.206
2019-10-01,202,4.316,0.0,2,4.96,6,0,0.323,100.196
2019-11-01,202,4.325,0.0,2,4.96,3,0,0.24,100.139
2020-01-02,202,4.226,0.0,2,4.96,3,0,0.072,100.047
2019-08-01,203,4.145,2.7,2,5.07,12,0,0.71,100.658
2019-09-03,203,4.071,2.7,2,5.07,12,0,0.622,100.626
2019-10-01,203,3.95,2.7,2,5.07,6,0,0.547,100.622
2019-11-01,203,3.957,0.0,2,5.07,6,0,0.477,100.53
2020-01-02,203,3.847,0.0,2,5.07,3,0,0.313,100.371
2020-02-03,203,3.747,0.0,2,5.07,3,0,0.227,100.288
2020-03-02,203,3.564,0.0,2,5.07,3,0,0.151,100.218
2020-04-01,203,3.571,0.0,2,5.07,3,0,0.07,100.099
2019-09-03,204,4.465,0.0,2,5.15,24,0,1.601,101.109
2019-10-01,204,4.406,0.0,2,5.15,24,0,1.527,101.149
2019-11-01,204,4.406,0.0,2,5.15,24,0,1.444,101.089
2020-01-02,204,4.715,2.3,2,5.15,24,0,1.291,100.56
2020-02-03,204,4.623,1.7,2,5.15,24,0,1.206,100.636
2020-03-02,204,4.422,1.7,2,5.15,24,0,1.132,100.831
2020-04-01,204,4.571,1.3,2,5.15,24,0,1.051,100.616
2020-05-04,204,4.319,1.3,2,5.15,12,0,0.964,100.821
2020-06-01,204,4.02,2.7,2,5.15,12,0,0.914,101.035
2020-07-01,204,3.985,1.7,2,5.15,12,0,0.834,100.974
2020-08-03,204,3.837,2.7,2,5.15,12,0,0.746,100.984
2020-09-01,204,3.755,2.3,2,5.15,12,0,0.668,100.94
2020-10-01,204,3.747,2.3,2,5.15,12,0,0.587,100.836
2020-11-02,204,3.617,2.0,2,5.15,6,0,0.502,100.787
2020-01-02,205,4.353,2.0,2,5.45,24,0,1.764,101.954
2020-02-03,205,4.25,1.7,2,5.45,24,0,1.679,102.042
2020-03-02,205,4.061,1.7,2,5.45,24,0,1.605,102.272
2020-04-01,205,4.282,1.3,2,5.45,24,0,1.523,101.818
2020-05-04,205,3.99,1.3,2,5.45,24,0,1.437,102.161
2020-06-01,205,3.831,1.3,2,5.45,24,0,1.399,102.283
2020-07-01,205,3.807,2.3,2,5.45,24,0,1.318,102.187
2020-08-03,205,3.579,2.0,2,5.45,24,0,1.231,102.336
2020-09-01,205,3.493,2.0,2,5.45,24,0,1.153,102.298
2020-10-01,205,3.477,1.7,2,5.45,24,0,1.073,102.164
2020-11-02,205,3.414,1.3,2,5.45,12,0,0.987,102.066
2020-01-02,206,4.256,2.3,2,5.3,24,0,1.096,101.156
2020-02-03,206,4.161,2.0,2,5.3,12,0,1.01,101.166
2020-03-02,206,3.962,2.0,2,5.3,12,0,0.936,101.275
2020-04-01,206,4.067,1.7,2,5.3,12,0,0.855,101.078
2020-05-04,206,3.838,1.7,2,5.3,12,0,0.767,101.157
2020-06-01,206,3.636,1.7,2,5.3,12,0,0.712,101.195
2020-07-01,206,3.603,0.0,2,5.3,12,0,0.631,101.081
2020-08-03,206,3.416,0.0,2,5.3,6,0,0.543,101.034
2020-09-01,206,3.346,0.0,2,5.3,6,0,0.465,100.922
2020-10-01,206,3.349,0.0,2,5.3,6,0,0.384,100.765
2020-11-02,206,3.244,2.3,2,5.3,3,0,0.298,100.632
2020-01-02,207,4.353,0.0,2,5.45,24,0,1.764,101.954
2020-02-03,207,4.25,0.0,2,5.45,24,0,1.679,102.042
2020-03-02,207,4.061,0.0,2,5.45,24,0,1.605,102.272
2020-04-01,207,4.282,0.0,2,5.45,24,0,1.523,101.818
2020-05-04,207,3.99,0.0,2,5.45,24,0,1.437,102.161
2020-06-01,207,3.831,0.0,2,5.45,24,0,1.399,102.283
2020-07-01,207,3.807,0.0,2,5.45,24,0,1.318,102.187
2020-08-03,207,3.579,0.0,2,5.45,24,0,1.231,102.336
2020-09-01,207,3.493,0.0,2,5.45,24,0,1.153,102.298
2020-10-01,207,3.477,0.0,2,5.45,24,0,1.073,102.164
2020-11-02,207,3.414,0.0,2,5.45,12,0,0.987,102.066
2020-01-02,208,4.256,0.0,2,5.3,24,0,1.096,101.156
2020-02-03,208,4.161,0.0,2,5.3,12,0,1.011,101.166
2020-03-02,208,3.962,0.0,2,5.3,12,0,0.936,101.274
2020-04-01,208,4.067,0.0,2,5.3,12,0,0.855,101.078
2020-05-04,208,3.838,0.0,2,5.3,12,0,0.768,101.156
2020-06-01,208,3.636,0.0,2,5.3,12,0,0.712,101.195
2020-07-01,208,3.603,0.0,2,5.3,12,0,0.631,101.081
2020-08-03,208,3.416,0.0,2,5.3,6,0,0.543,101.034
2020-09-01,208,3.346,0.0,2,5.3,6,0,0.465,100.921
2020-10-01,208,3.349,0.0,2,5.3,6,0,0.384,100.764
2020-11-02,208,3.244,0.0,2,5.3,3,0,0.298,100.631
2020-08-03,209,3.435,0.0,2,3.5,24,0,1.873,100.121
2020-09-01,209,3.355,0.0,2,3.5,24,0,1.796,100.259
2020-10-01,209,3.331,0.0,2,3.5,24,0,1.715,100.289
2020-11-02,209,3.302,0.0,2,3.5,24,0,1.629,100.323
2020-11-02,210,2.109,0.0,2,2.12,24,0,1.916,100.021
2020-11-02,211,3.398,0.0,2,3.53,24,0,1.884,100.248
2019-08-01,212,3.254,1.7,2,4.11,3,0,0.026,100.021
2019-08-01,213,4.018,0.0,2,4.8,3,0,0.135,100.096
