,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,MONTH,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
12839,2020-09-01,1031,3.461,2.0,2,5.41,180,0,9.347,119.834,9,118.75,113.475,113.965,113.207,108.073,116.071,118.75
12840,2020-10-01,1031,3.551,1.7,2,5.41,180,0,9.247,118.721,10,119.834,118.75,113.475,113.965,113.207,108.073,119.834
12841,2020-11-02,1031,3.56,2.7,2,5.41,180,0,9.37,118.521,11,118.721,119.834,118.75,113.475,113.965,113.207,118.721
12843,2019-09-03,1032,4.424,3.0,2,6.35,180,0,9.536,119.764,9,115.396,0.0,0.0,0.0,0.0,0.0,115.396
12844,2019-10-01,1032,4.507,3.3,2,6.35,180,0,9.439,118.736,10,119.764,115.396,0.0,0.0,0.0,0.0,119.764
12845,2019-11-01,1032,4.508,3.0,2,6.35,180,0,9.356,118.642,11,118.736,119.764,115.396,0.0,0.0,0.0,118.736
12846,2020-01-02,1032,4.521,3.3,2,6.35,180,0,9.186,118.335,1,118.642,118.736,119.764,115.396,0.0,0.0,118.642
12847,2020-02-03,1032,4.23,3.3,2,6.35,180,0,9.422,121.536,2,118.335,118.642,118.736,119.764,115.396,0.0,118.335
12848,2020-03-02,1032,4.078,3.7,2,6.35,180,0,9.384,123.197,3,121.536,118.335,118.642,118.736,119.764,115.396,121.536
12849,2020-04-01,1032,4.727,3.0,2,6.35,180,0,9.145,115.848,4,123.197,121.536,118.335,118.642,118.736,119.764,123.197
12850,2020-05-04,1032,4.218,3.0,2,6.35,180,0,9.181,121.369,5,115.848,123.197,121.536,118.335,118.642,118.736,115.848
12851,2020-06-01,1032,4.173,2.7,2,6.35,180,0,9.116,121.787,6,121.369,115.848,123.197,121.536,118.335,118.642,121.369
12852,2020-07-01,1032,4.194,2.7,2,6.35,180,0,9.031,121.452,7,121.787,121.369,115.848,123.197,121.536,118.335,121.787
12853,2020-11-02,1032,3.964,2.0,2,6.35,180,0,8.984,123.581,11,121.452,121.787,121.369,115.848,123.197,121.536,121.452
12855,2019-09-03,1033,4.443,4.0,2,6.39,180,0,9.758,120.474,9,115.808,0.0,0.0,0.0,0.0,0.0,115.808
12856,2019-10-01,1033,4.53,3.7,2,6.39,180,0,9.658,119.373,10,120.474,115.808,0.0,0.0,0.0,0.0,120.474
12857,2019-11-01,1033,4.534,3.0,2,6.39,180,0,9.574,119.244,11,119.373,120.474,115.808,0.0,0.0,0.0,119.373
12858,2020-01-02,1033,4.548,3.0,2,6.39,180,0,9.404,118.925,1,119.244,119.373,120.474,115.808,0.0,0.0,119.244
12859,2020-02-03,1033,4.263,2.7,2,6.39,180,0,9.65,122.154,2,118.925,119.244,119.373,120.474,115.808,0.0,118.925
12860,2020-04-01,1033,4.768,2.3,2,6.39,180,0,9.362,116.222,4,122.154,118.925,119.244,119.373,120.474,115.808,122.154
12861,2020-05-04,1033,4.257,2.0,2,6.39,180,0,9.407,121.928,5,116.222,122.154,118.925,119.244,119.373,120.474,116.222
12862,2020-06-01,1033,4.216,2.3,2,6.39,180,0,9.343,122.317,6,121.928,116.222,122.154,118.925,119.244,119.373,121.928
12863,2020-07-01,1033,4.236,2.7,2,6.39,180,0,9.257,121.989,7,122.317,121.928,116.222,122.154,118.925,119.244,122.317
12865,2019-09-03,1034,5.412,2.7,2,6.15,180,0,9.622,107.311,9,105.716,0.0,0.0,0.0,0.0,0.0,105.716
12866,2019-10-01,1034,5.482,2.7,2,6.15,180,0,9.527,106.561,10,107.311,105.716,0.0,0.0,0.0,0.0,107.311
12867,2019-11-01,1034,5.474,0.0,2,6.15,180,0,9.447,106.616,11,106.561,107.311,105.716,0.0,0.0,0.0,106.561
12868,2020-01-02,1034,5.422,0.0,2,6.15,180,0,9.296,107.097,1,106.616,106.561,107.311,105.716,0.0,0.0,106.616
12869,2020-02-03,1034,5.161,0.0,2,6.15,180,0,9.549,109.767,2,107.097,106.616,106.561,107.311,105.716,0.0,107.097
12870,2020-03-02,1034,5.012,0.0,2,6.15,180,0,9.514,111.297,3,109.767,107.097,106.616,106.561,107.311,105.716,109.767
12871,2020-04-01,1034,5.724,0.0,2,6.15,180,0,9.245,104.023,4,111.297,109.767,107.097,106.616,106.561,107.311,111.297
12872,2020-05-04,1034,5.274,0.0,2,6.15,180,0,9.276,108.476,5,104.023,111.297,109.767,107.097,106.616,106.561,104.023
12873,2020-06-01,1034,5.204,0.0,2,6.15,180,0,9.22,109.16,6,108.476,104.023,111.297,109.767,107.097,106.616,108.476
12874,2020-07-01,1034,5.185,0.0,2,6.15,180,0,9.145,109.319,7,109.16,108.476,104.023,111.297,109.767,107.097,109.16
12875,2020-08-03,1034,4.982,0.0,2,6.15,180,0,9.361,111.372,8,109.319,109.16,108.476,104.023,111.297,109.767,109.319
12876,2020-09-01,1034,4.919,0.0,2,6.15,180,0,9.298,111.977,9,111.372,109.319,109.16,108.476,104.023,111.297,111.372
12877,2020-10-01,1034,4.92,0.0,2,6.15,180,0,9.218,111.911,10,111.977,111.372,109.319,109.16,108.476,104.023,111.977
12878,2020-11-02,1034,4.886,0.0,2,6.15,180,0,9.141,112.208,11,111.911,111.977,111.372,109.319,109.16,108.476,111.911
12880,2019-09-03,1035,3.669,2.7,2,5.02,180,0,10.141,114.723,9,111.167,0.0,0.0,0.0,0.0,0.0,111.167
12881,2019-10-01,1035,3.863,2.3,2,5.02,180,0,10.241,112.402,10,114.723,111.167,0.0,0.0,0.0,0.0,114.723
12882,2019-11-01,1035,3.93,2.3,2,5.02,180,0,10.141,111.576,11,112.402,114.723,111.167,0.0,0.0,0.0,112.402
12883,2020-01-02,1035,3.98,2.3,2,5.02,180,0,9.961,110.906,1,111.576,112.402,114.723,111.167,0.0,0.0,111.576
12884,2020-02-03,1035,3.599,3.0,2,5.02,180,0,9.972,115.198,2,110.906,111.576,112.402,114.723,111.167,0.0,110.906
12885,2020-03-02,1035,3.34,2.7,2,5.02,180,0,9.962,118.191,3,115.198,110.906,111.576,112.402,114.723,111.167,115.198
12886,2020-04-01,1035,4.183,2.3,2,5.02,180,0,9.891,108.551,4,118.191,115.198,110.906,111.576,112.402,114.723,118.191
12887,2020-05-04,1035,3.492,2.7,2,5.02,180,0,9.965,116.218,5,108.551,118.191,115.198,110.906,111.576,112.402,108.551
12888,2020-06-01,1035,3.468,2.7,2,5.02,180,0,9.896,116.422,6,116.218,108.551,118.191,115.198,110.906,111.576,116.218
12889,2020-07-01,1035,3.62,2.3,2,5.02,180,0,9.779,114.601,7,116.422,116.218,108.551,118.191,115.198,110.906,116.422
12890,2020-08-03,1035,3.226,2.3,2,5.02,180,0,9.782,119.075,8,114.601,116.422,116.218,108.551,118.191,115.198,114.601
12891,2020-09-01,1035,3.256,2.7,2,5.02,180,0,9.697,118.632,9,119.075,114.601,116.422,116.218,108.551,118.191,119.075
12892,2020-10-01,1035,3.345,1.7,2,5.02,180,0,9.805,117.511,10,118.632,119.075,114.601,116.422,116.218,108.551,118.632
12893,2020-11-02,1035,3.334,2.3,2,5.02,180,0,9.721,117.54,11,117.511,118.632,119.075,114.601,116.422,116.218,117.511
12895,2019-09-03,1036,5.255,0.0,2,6.4,180,0,9.565,111.593,9,109.896,0.0,0.0,0.0,0.0,0.0,109.896
12896,2019-10-01,1036,5.288,0.0,2,6.4,180,0,9.481,111.199,10,111.593,109.896,0.0,0.0,0.0,0.0,111.593
12897,2019-11-01,1036,5.278,0.0,2,6.4,180,0,9.672,111.267,11,111.199,111.593,109.896,0.0,0.0,0.0,111.199
12898,2020-01-02,1036,5.265,0.0,2,6.4,180,0,9.511,111.309,1,111.267,111.199,111.593,109.896,0.0,0.0,111.267
12899,2020-02-03,1036,5.006,0.0,2,6.4,180,0,9.499,114.064,2,111.309,111.267,111.199,111.593,109.896,0.0,111.309
12900,2020-03-02,1036,4.887,0.0,2,6.4,180,0,9.457,115.325,3,114.064,111.309,111.267,111.199,111.593,109.896,114.064
12901,2020-04-01,1036,5.601,0.0,2,6.4,180,0,9.175,107.705,4,115.325,114.064,111.309,111.267,111.199,111.593,115.325
12902,2020-05-04,1036,5.101,0.0,2,6.4,180,0,9.488,112.876,5,107.705,115.325,114.064,111.309,111.267,111.199,107.705
12903,2020-06-01,1036,5.033,0.0,2,6.4,180,0,9.432,113.552,6,112.876,107.705,115.325,114.064,111.309,111.267,112.876
12904,2020-07-01,1036,5.022,0.0,2,6.4,180,0,9.354,113.611,7,113.552,112.876,107.705,115.325,114.064,111.309,113.552
12905,2020-08-03,1036,4.779,0.0,2,6.4,180,0,9.33,116.182,8,113.611,113.552,112.876,107.705,115.325,114.064,113.611
12906,2020-09-01,1036,4.707,0.0,2,6.4,180,0,9.272,116.909,9,116.182,113.611,113.552,112.876,107.705,115.325,116.182
12907,2020-10-01,1036,4.712,0.0,2,6.4,180,0,9.19,116.784,10,116.909,116.182,113.611,113.552,112.876,107.705,116.909
12908,2020-11-02,1036,4.686,0.0,2,6.4,180,0,9.362,116.995,11,116.784,116.909,116.182,113.611,113.552,112.876,116.784
12910,2019-10-01,1037,5.452,0.0,2,5.6,240,0,10.384,101.549,10,102.501,0.0,0.0,0.0,0.0,0.0,102.501
12911,2019-11-01,1037,5.449,0.0,2,5.6,240,0,10.303,101.574,11,101.549,102.501,0.0,0.0,0.0,0.0,101.549
12912,2020-01-02,1037,5.427,0.0,2,5.6,240,0,10.145,101.799,1,101.574,101.549,102.501,0.0,0.0,0.0,101.574
12913,2020-02-03,1037,5.175,0.0,2,5.6,240,0,10.146,104.494,2,101.799,101.574,101.549,102.501,0.0,0.0,101.799
12914,2020-03-02,1037,5.042,2.7,2,5.6,240,0,10.388,105.932,3,104.494,101.799,101.574,101.549,102.501,0.0,104.494
12915,2020-04-01,1037,5.76,2.3,2,5.6,240,0,10.075,98.375,4,105.932,104.494,101.799,101.574,101.549,102.501,105.932
12916,2020-05-04,1037,5.262,2.3,2,5.6,240,0,10.149,103.507,5,98.375,105.932,104.494,101.799,101.574,101.549,98.375
12917,2020-06-01,1037,5.206,2.0,2,5.6,240,0,10.092,104.092,6,103.507,98.375,105.932,104.494,101.799,101.574,103.507
12918,2020-07-01,1037,5.197,2.0,2,5.6,240,0,10.015,104.176,7,104.092,103.507,98.375,105.932,104.494,101.799,104.092
12919,2020-08-03,1037,4.955,2.0,2,5.6,180,0,10.005,106.774,8,104.176,104.092,103.507,98.375,105.932,104.494,104.176
12920,2020-09-01,1037,4.891,0.0,2,5.6,180,0,10.208,107.448,9,106.774,104.176,104.092,103.507,98.375,105.932,106.774
12921,2020-10-01,1037,4.894,0.0,2,5.6,180,0,10.127,107.384,10,107.448,106.774,104.176,104.092,103.507,98.375,107.448
12922,2020-11-02,1037,4.865,0.0,2,5.6,180,0,10.05,107.67,11,107.384,107.448,106.774,104.176,104.092,103.507,107.384
12924,2020-01-02,1038,5.364,0.0,2,5.6,240,0,10.343,102.462,1,102.442,0.0,0.0,0.0,0.0,0.0,102.442
12925,2020-02-03,1038,5.177,0.0,2,5.6,240,0,10.318,104.448,2,102.462,102.442,0.0,0.0,0.0,0.0,102.462
12926,2020-03-02,1038,5.037,0.0,2,5.6,240,0,10.288,105.956,3,104.448,102.462,102.442,0.0,0.0,0.0,104.448
12927,2020-04-01,1038,5.756,0.0,2,5.6,240,0,9.975,98.42,4,105.956,104.448,102.462,102.442,0.0,0.0,105.956
12928,2020-05-04,1038,5.238,3.3,2,5.6,240,0,10.055,103.747,5,98.42,105.956,104.448,102.462,102.442,0.0,98.42
12929,2020-06-01,1038,5.181,3.0,2,5.6,240,0,9.999,104.344,6,103.747,98.42,105.956,104.448,102.462,102.442,103.747
12930,2020-07-01,1038,5.174,2.7,2,5.6,180,0,10.188,104.407,7,104.344,103.747,98.42,105.956,104.448,102.462,104.344
12931,2020-08-03,1038,4.764,2.7,2,5.6,180,0,10.224,108.847,8,104.407,104.344,103.747,98.42,105.956,104.448,104.407
12932,2020-09-01,1038,4.685,2.3,2,5.6,180,0,10.17,109.696,9,108.847,104.407,104.344,103.747,98.42,105.956,108.847
12933,2020-10-01,1038,4.645,2.3,2,5.6,180,0,10.102,110.108,10,109.696,108.847,104.407,104.344,103.747,98.42,109.696
12934,2020-11-02,1038,4.445,3.7,2,5.6,180,0,10.076,112.339,11,110.108,109.696,108.847,104.407,104.344,103.747,110.108
12936,2020-09-01,1039,4.894,0.0,2,5.1,240,0,10.793,102.249,9,101.694,0.0,0.0,0.0,0.0,0.0,101.694
12937,2020-10-01,1039,4.892,0.0,2,5.1,240,0,10.714,102.262,10,102.249,101.694,0.0,0.0,0.0,0.0,102.249
12938,2020-11-02,1039,4.864,0.0,2,5.1,240,0,10.638,102.563,11,102.262,102.249,101.694,0.0,0.0,0.0,102.262
12942,2020-09-01,1042,3.779,3.0,2,22.18,24,0,1.066,121.621,9,123.074,0.0,0.0,0.0,0.0,0.0,123.074
12943,2020-10-01,1042,3.757,2.7,2,22.18,24,0,0.986,120.232,10,121.621,123.074,0.0,0.0,0.0,0.0,121.621
12944,2020-11-02,1042,3.694,2.7,2,22.18,12,0,0.901,118.793,11,120.232,121.621,123.074,0.0,0.0,0.0,120.232
12946,2019-09-03,1043,3.533,2.3,2,4.66,120,0,7.458,108.798,9,106.678,0.0,0.0,0.0,0.0,0.0,106.678
12947,2019-10-01,1043,3.642,2.0,2,4.66,120,0,7.371,107.853,10,108.798,106.678,0.0,0.0,0.0,0.0,108.798
12948,2019-11-01,1043,3.768,3.0,2,4.66,120,0,7.274,106.79,11,107.853,108.798,106.678,0.0,0.0,0.0,107.853
12949,2020-01-02,1043,3.771,2.3,2,4.66,120,0,7.268,106.661,1,106.79,107.853,108.798,106.678,0.0,0.0,106.79
12950,2020-02-03,1043,3.461,3.0,2,4.66,120,0,7.213,109.029,2,106.661,106.79,107.853,108.798,106.678,0.0,106.661
12951,2020-03-02,1043,3.15,2.7,2,4.66,120,0,7.168,111.441,3,109.029,106.661,106.79,107.853,108.798,106.678,109.029
12952,2020-04-01,1043,3.935,2.7,2,4.66,120,0,7.01,105.266,4,111.441,109.029,106.661,106.79,107.853,108.798,111.441
12953,2020-05-04,1043,3.326,1.7,2,4.66,120,0,6.981,109.861,5,105.266,111.441,109.029,106.661,106.79,107.853,105.266
12954,2020-06-01,1043,3.25,1.3,2,4.66,120,0,7.058,110.375,6,109.861,105.266,111.441,109.029,106.661,106.79,109.861
12955,2020-07-01,1043,3.296,1.3,2,4.66,120,0,6.973,109.93,7,110.375,109.861,105.266,111.441,109.029,106.661,110.375
12956,2020-08-03,1043,2.885,2.3,2,4.66,120,0,6.92,113.022,8,109.93,110.375,109.861,105.266,111.441,109.029,109.93
12957,2020-09-01,1043,2.82,1.7,2,4.66,120,0,6.848,113.421,9,113.022,109.93,110.375,109.861,105.266,111.441,113.022
12958,2020-10-01,1043,2.875,1.7,2,4.66,120,0,6.762,112.875,10,113.421,113.022,109.93,110.375,109.861,105.266,113.421
12959,2020-11-02,1043,2.859,1.3,2,4.66,120,0,6.677,112.876,11,112.875,113.421,113.022,109.93,110.375,109.861,112.875
12961,2019-09-03,1044,3.971,2.0,2,6.0,120,0,7.145,115.55,9,113.639,0.0,0.0,0.0,0.0,0.0,113.639
12962,2019-10-01,1044,4.019,1.7,2,6.0,120,0,7.064,115.046,10,115.55,113.639,0.0,0.0,0.0,0.0,115.55
12963,2019-11-01,1044,4.045,0.0,2,6.0,120,0,6.977,114.72,11,115.046,115.55,113.639,0.0,0.0,0.0,115.046
12964,2020-01-02,1044,4.057,1.7,2,6.0,120,0,6.995,114.399,1,114.72,115.046,115.55,113.639,0.0,0.0,114.72
12965,2020-02-03,1044,3.726,1.7,2,6.0,120,0,6.944,116.953,2,114.399,114.72,115.046,115.55,113.639,0.0,114.399
12966,2020-03-02,1044,3.539,2.3,2,6.0,120,0,6.888,118.36,3,116.953,114.399,114.72,115.046,115.55,113.639,116.953
12967,2020-04-01,1044,4.138,3.0,2,6.0,120,0,6.744,113.43,4,118.36,116.953,114.399,114.72,115.046,115.55,118.36
12968,2020-05-04,1044,3.639,2.7,2,6.0,120,0,6.708,117.246,5,113.43,118.36,116.953,114.399,114.72,115.046,113.43
12969,2020-06-01,1044,3.563,2.3,2,6.0,120,0,6.808,117.722,6,117.246,113.43,118.36,116.953,114.399,114.72,117.246
12970,2020-07-01,1044,3.572,2.3,2,6.0,120,0,6.727,117.5,7,117.722,117.246,113.43,118.36,116.953,114.399,117.722
12971,2020-08-03,1044,3.329,2.0,2,6.0,120,0,6.661,119.264,8,117.5,117.722,117.246,113.43,118.36,116.953,117.5
12972,2020-09-01,1044,3.318,1.7,2,6.0,120,0,6.584,119.191,9,119.264,117.5,117.722,117.246,113.43,118.36,119.264
12973,2020-10-01,1044,3.275,2.3,2,6.0,120,0,6.507,119.364,10,119.191,119.264,117.5,117.722,117.246,113.43,119.191
12974,2020-11-02,1044,3.259,1.7,2,6.0,120,0,6.422,119.31,11,119.364,119.191,119.264,117.5,117.722,117.246,119.364
12976,2019-09-03,1045,3.539,3.3,2,4.96,120,0,7.523,111.229,9,108.561,0.0,0.0,0.0,0.0,0.0,108.561
12977,2019-10-01,1045,3.712,3.7,2,4.96,120,0,7.428,109.715,10,111.229,108.561,0.0,0.0,0.0,0.0,111.229
12978,2019-11-01,1045,3.805,3.0,2,4.96,120,0,7.334,108.884,11,109.715,111.229,108.561,0.0,0.0,0.0,109.715
12979,2020-01-02,1045,3.783,1.7,2,4.96,120,0,7.17,108.926,1,108.884,109.715,111.229,108.561,0.0,0.0,108.884
12980,2020-02-03,1045,3.545,1.7,2,4.96,120,0,7.275,110.758,2,108.926,108.884,109.715,111.229,108.561,0.0,108.926
12981,2020-03-02,1045,3.325,2.3,2,4.96,120,0,7.222,112.458,3,110.758,108.926,108.884,109.715,111.229,108.561,110.758
12982,2020-04-01,1045,4.016,2.0,2,4.96,120,0,7.071,106.921,4,112.458,110.758,108.926,108.884,109.715,111.229,112.458
12983,2020-05-04,1045,3.391,2.3,2,4.96,120,0,7.046,111.72,5,106.921,112.458,110.758,108.926,108.884,109.715,106.921
12984,2020-06-01,1045,3.329,2.3,2,4.96,120,0,6.976,112.124,6,111.72,106.921,112.458,110.758,108.926,108.884,111.72
12985,2020-07-01,1045,3.346,1.7,2,4.96,120,0,6.894,111.892,7,112.124,111.72,106.921,112.458,110.758,108.926,112.124
12986,2020-08-03,1045,3.032,2.3,2,4.96,120,0,6.984,114.26,8,111.892,112.124,111.72,106.921,112.458,110.758,111.892
12987,2020-09-01,1045,3.006,1.7,2,4.96,120,0,6.908,114.347,9,114.26,111.892,112.124,111.72,106.921,112.458,114.26
12988,2020-10-01,1045,3.058,2.7,2,4.96,120,0,6.823,113.813,10,114.347,114.26,111.892,112.124,111.72,106.921,114.347
12989,2020-11-02,1045,3.011,2.0,2,4.96,120,0,6.74,114.05,11,113.813,114.347,114.26,111.892,112.124,111.72,113.813
12991,2019-09-03,1046,4.089,0.0,2,5.45,120,0,7.761,111.033,9,109.726,0.0,0.0,0.0,0.0,0.0,109.726
12992,2019-10-01,1046,4.165,0.0,2,5.45,120,0,7.676,110.311,10,111.033,109.726,0.0,0.0,0.0,0.0,111.033
12993,2019-11-01,1046,4.183,0.0,2,5.45,120,0,7.59,110.085,11,110.311,111.033,109.726,0.0,0.0,0.0,110.311
12994,2020-01-02,1046,4.189,0.0,2,5.45,120,0,7.423,109.895,1,110.085,110.311,111.033,109.726,0.0,0.0,110.085
12995,2020-02-03,1046,3.889,0.0,2,5.45,120,0,7.375,112.332,2,109.895,110.085,110.311,111.033,109.726,0.0,109.895
12996,2020-03-02,1046,3.742,0.0,2,5.45,120,0,7.499,113.499,3,112.332,109.895,110.085,110.311,111.033,109.726,112.332
12997,2020-04-01,1046,4.43,0.0,2,5.45,120,0,7.339,107.752,4,113.499,112.332,109.895,110.085,110.311,111.033,113.499
12998,2020-05-04,1046,3.89,0.0,2,5.45,120,0,7.313,112.055,5,107.752,113.499,112.332,109.895,110.085,110.311,107.752
12999,2020-06-01,1046,3.798,0.0,2,5.45,120,0,7.248,112.731,6,112.055,107.752,113.499,112.332,109.895,110.085,112.055
13000,2020-07-01,1046,3.748,0.0,2,5.45,120,0,7.173,113.049,7,112.731,112.055,107.752,113.499,112.332,109.895,112.731
13001,2020-08-03,1046,3.5,0.0,2,5.45,120,0,7.113,114.994,8,113.049,112.731,112.055,107.752,113.499,112.332,113.049
13002,2020-09-01,1046,3.441,0.0,2,5.45,120,0,7.207,115.37,9,114.994,113.049,112.731,112.055,107.752,113.499,114.994
13003,2020-10-01,1046,3.442,2.3,2,5.45,120,0,7.126,115.239,10,115.37,114.994,113.049,112.731,112.055,107.752,115.37
13004,2020-11-02,1046,3.395,2.0,2,5.45,120,0,7.045,115.494,11,115.239,115.37,114.994,113.049,112.731,112.055,115.239
13006,2019-09-03,1047,4.134,0.0,2,5.39,180,0,8.029,110.532,9,109.086,0.0,0.0,0.0,0.0,0.0,109.086
13007,2019-10-01,1047,4.231,0.0,2,5.39,180,0,7.94,109.612,10,110.532,109.086,0.0,0.0,0.0,0.0,110.532
13008,2019-11-01,1047,4.267,0.0,2,5.39,180,0,7.851,109.235,11,109.612,110.532,109.086,0.0,0.0,0.0,109.612
13009,2020-01-02,1047,4.25,0.0,2,5.39,180,0,7.687,109.261,1,109.235,109.612,110.532,109.086,0.0,0.0,109.235
13010,2020-02-03,1047,3.962,0.0,2,5.39,120,0,7.831,111.688,2,109.261,109.235,109.612,110.532,109.086,0.0,109.261
13011,2020-03-02,1047,3.833,0.0,2,5.39,120,0,7.772,112.739,3,111.688,109.261,109.235,109.612,110.532,109.086,111.688
13012,2020-04-01,1047,4.517,0.0,2,5.39,120,0,7.603,106.863,4,112.739,111.688,109.261,109.235,109.612,110.532,112.739
13013,2020-05-04,1047,4.013,0.0,2,5.39,120,0,7.58,111.007,5,106.863,112.739,111.688,109.261,109.235,109.612,106.863
13014,2020-06-01,1047,3.93,0.0,2,5.39,120,0,7.515,111.642,6,111.007,106.863,112.739,111.688,109.261,109.235,111.007
13015,2020-07-01,1047,3.938,0.0,2,5.39,120,0,7.433,111.494,7,111.642,111.007,106.863,112.739,111.688,109.261,111.642
13016,2020-08-03,1047,3.626,0.0,2,5.39,120,0,7.557,114.059,8,111.494,111.642,111.007,106.863,112.739,111.688,111.494
13017,2020-09-01,1047,3.586,0.0,2,5.39,120,0,7.484,114.3,9,114.059,111.494,111.642,111.007,106.863,112.739,114.059
13018,2020-10-01,1047,3.572,0.0,2,5.39,120,0,7.405,114.312,10,114.3,114.059,111.494,111.642,111.007,106.863,114.3
13019,2020-11-02,1047,3.552,0.0,2,5.39,120,0,7.321,114.367,11,114.312,114.3,114.059,111.494,111.642,111.007,114.312
13021,2019-09-03,1048,4.174,2.3,2,5.25,180,0,8.488,109.572,9,107.832,0.0,0.0,0.0,0.0,0.0,107.832
13022,2019-10-01,1048,4.28,2.3,2,5.25,180,0,8.395,108.535,10,109.572,107.832,0.0,0.0,0.0,0.0,109.572
13023,2019-11-01,1048,4.314,1.3,2,5.25,180,0,8.306,108.174,11,108.535,109.572,107.832,0.0,0.0,0.0,108.535
13024,2020-01-02,1048,4.321,0.0,2,5.25,180,0,8.34,108.013,1,108.174,108.535,109.572,107.832,0.0,0.0,108.174
13025,2020-02-03,1048,4.06,0.0,2,5.25,180,0,8.295,110.336,2,108.013,108.174,108.535,109.572,107.832,0.0,108.013
13026,2020-03-02,1048,3.961,0.0,2,5.25,180,0,8.235,111.19,3,110.336,108.013,108.174,108.535,109.572,107.832,110.336
13027,2020-04-01,1048,4.613,0.0,2,5.25,180,0,8.053,105.313,4,111.19,110.336,108.013,108.174,108.535,109.572,111.19
13028,2020-05-04,1048,4.1,0.0,2,5.25,180,0,8.044,109.787,5,105.313,111.19,110.336,108.013,108.174,108.535,105.313
13029,2020-06-01,1048,4.011,0.0,2,5.25,180,0,7.983,110.534,6,109.787,105.313,111.19,110.336,108.013,108.174,109.787
13030,2020-07-01,1048,4.043,0.0,2,5.25,180,0,8.088,110.178,7,110.534,109.787,105.313,111.19,110.336,108.013,110.534
13031,2020-08-03,1048,3.758,0.0,2,5.25,180,0,8.04,112.671,8,110.178,110.534,109.787,105.313,111.19,110.336,110.178
13032,2020-09-01,1048,3.884,0.0,2,5.25,180,0,7.944,111.454,9,112.671,110.178,110.534,109.787,105.313,111.19,112.671
13033,2020-10-01,1048,3.899,0.0,2,5.25,180,0,7.861,111.246,10,111.454,112.671,110.178,110.534,109.787,105.313,111.454
13034,2020-11-02,1048,3.882,0.0,2,5.25,180,0,7.778,111.319,11,111.246,111.454,112.671,110.178,110.534,109.787,111.246
13036,2019-09-03,1049,4.059,2.3,2,5.29,180,0,8.252,110.667,9,109.266,0.0,0.0,0.0,0.0,0.0,109.266
13037,2019-10-01,1049,4.148,2.3,2,5.29,180,0,8.163,109.794,10,110.667,109.266,0.0,0.0,0.0,0.0,110.667
13038,2019-11-01,1049,4.138,2.0,2,5.29,180,0,8.082,109.824,11,109.794,110.667,109.266,0.0,0.0,0.0,109.794
13039,2020-01-02,1049,4.138,2.0,2,5.29,180,0,8.108,109.702,1,109.824,109.794,110.667,109.266,0.0,0.0,109.824
13040,2020-02-03,1049,3.832,0.0,2,5.29,180,0,8.066,112.382,2,109.702,109.824,109.794,110.667,109.266,0.0,109.702
13041,2020-03-02,1049,3.655,0.0,2,5.29,180,0,8.015,113.923,3,112.382,109.702,109.824,109.794,110.667,109.266,112.382
13042,2020-04-01,1049,4.358,0.0,2,5.29,180,0,7.836,107.613,4,113.923,112.382,109.702,109.824,109.794,110.667,113.923
13043,2020-05-04,1049,3.814,0.0,2,5.29,180,0,7.823,112.299,5,107.613,113.923,112.382,109.702,109.824,109.794,107.613
13044,2020-06-01,1049,3.738,0.0,2,5.29,120,0,7.759,112.902,6,112.299,107.613,113.923,112.382,109.702,109.824,112.299
13045,2020-07-01,1049,3.752,0.0,2,5.29,120,0,7.858,112.693,7,112.902,112.299,107.613,113.923,112.382,109.702,112.902
13046,2020-08-03,1049,3.504,0.0,2,5.29,120,0,7.801,114.802,8,112.693,112.902,112.299,107.613,113.923,112.382,112.693
13047,2020-09-01,1049,3.444,0.0,2,5.29,120,0,7.731,115.239,9,114.802,112.693,112.902,112.299,107.613,113.923,114.802
13048,2020-10-01,1049,3.441,0.0,2,5.29,120,0,7.65,115.158,10,115.239,114.802,112.693,112.902,112.299,107.613,115.239
13049,2020-11-02,1049,3.411,0.0,2,5.29,120,0,7.568,115.309,11,115.158,115.239,114.802,112.693,112.902,112.299,115.158
13051,2019-09-03,1050,6.457,0.0,2,5.95,180,0,8.648,95.564,9,94.6,0.0,0.0,0.0,0.0,0.0,94.6
13052,2019-10-01,1050,6.558,0.0,2,5.95,180,0,8.822,94.736,10,95.564,94.6,0.0,0.0,0.0,0.0,95.564
13053,2019-11-01,1050,6.536,0.0,2,5.95,180,0,8.744,94.935,11,94.736,95.564,94.6,0.0,0.0,0.0,94.736
13054,2020-01-02,1050,6.391,0.0,2,5.95,180,0,8.613,96.183,1,94.935,94.736,95.564,94.6,0.0,0.0,94.935
13055,2020-02-03,1050,6.086,0.0,2,5.95,180,0,8.598,98.802,2,96.183,94.935,94.736,95.564,94.6,0.0,96.183
13056,2020-03-02,1050,5.893,0.0,2,5.95,180,0,8.567,100.496,3,98.802,96.183,94.935,94.736,95.564,94.6,98.802
13057,2020-04-01,1050,6.541,0.0,2,5.95,180,0,8.6,95.007,4,100.496,98.802,96.183,94.935,94.736,95.564,100.496
